        4436
  0.515183317478008730D-03  0.194712183875267748D-05  0.629963380767106090D-02  0.815192207076334796D+01
  0.528222497540119739D-03  0.202994825937712202D-05  0.640548539237579227D-02  0.808428622277588538D+01
  0.541591625185683834D-03  0.211629747619442002D-05  0.651311501418148919D-02  0.801721174531345149D+01
  0.555299045860613251D-03  0.220631928957535596D-05  0.662255251547268740D-02  0.795069427552466834D+01
  0.569353315907051259D-03  0.230016986815078752D-05  0.673382824201678581D-02  0.788472881309853690D+01
  0.583763207883303725D-03  0.239801201852050930D-05  0.684697303335802046D-02  0.781931097405182918D+01
  0.598537716017472315D-03  0.250001546770190580D-05  0.696201826564516943D-02  0.775443667019101923D+01
  0.613686061798131505D-03  0.260635715724786393D-05  0.707899583336709347D-02  0.769010091741779256D+01
  0.629217699705460296D-03  0.271722154938980852D-05  0.719793815802550075D-02  0.762629921152559653D+01
  0.645142323086333753D-03  0.283280094662222749D-05  0.731887820972356232D-02  0.756302740939559115D+01
  0.661469870176961011D-03  0.295329582478443113D-05  0.744184951362440381D-02  0.750028089274288590D+01
  0.678210530276743251D-03  0.307891518027113385D-05  0.756688614556150912D-02  0.743805522496256621D+01
  0.695374750077118377D-03  0.320987689152297518D-05  0.769402275952325160D-02  0.737634652277196246D+01
  0.712973240149243365D-03  0.334640809692656467D-05  0.782329459643777217D-02  0.731515040155540763D+01
  0.731016981594470984D-03  0.348874558764380267D-05  0.795473747667753590D-02  0.725446188996425612D+01
  0.749517232861669075D-03  0.363713621762325093D-05  0.808838780406860754D-02  0.719427736805625351D+01
  0.768485536735518835D-03  0.379183733022159944D-05  0.822428262902850926D-02  0.713459319026608441D+01
  0.787933727500055524D-03  0.395311720573890829D-05  0.836245960400153199D-02  0.707540442827495042D+01
  0.807873938281784268D-03  0.412125552298354168D-05  0.850295699937187593D-02  0.701670707798995075D+01
  0.828318608576836366D-03  0.429654384566001737D-05  0.864581374144560849D-02  0.695849714484192461D+01
  0.849280491966732326D-03  0.447928612511343889D-05  0.879106939421695280D-02  0.690077050054121965D+01
  0.870772664027425077D-03  0.466979922758082194D-05  0.893876419286985038D-02  0.684352352707211242D+01
  0.892808530436400676D-03  0.486841348147865063D-05  0.908893905209165465D-02  0.678675206881182902D+01
  0.915401835282763135D-03  0.507547325018227651D-05  0.924163555586508811D-02  0.673045201241441404D+01
  0.938566669585304790D-03  0.529133752577307863D-05  0.939689599033827379D-02  0.667461952387651714D+01
  0.962317480023714756D-03  0.551638055231468798D-05  0.955476334417326365D-02  0.661925064564987942D+01
  0.986669077888201445D-03  0.575099247055470544D-05  0.971528132443554363D-02  0.656434180838587267D+01
  0.101163664825290492D-02  0.599557999525494018D-05  0.987849438155774529D-02  0.650988902602666109D+01
  0.103723575937864510D-02  0.625056711644870264D-05  0.100444476864118108D-01  0.645588848076631638D+01
  0.106348237235065089D-02  0.651639583352136700D-05  0.102131871847778791D-01  0.640233660409921512D+01
  0.109039285095705648D-02  0.679352691937327998D-05  0.103847595780833524D-01  0.634922950198795277D+01
  0.111798397181412431D-02  0.708244071633280353D-05  0.105592123499043903D-01  0.629656349681183336D+01
  0.114627293474423258D-02  0.738363796714430741D-05  0.107365937742063509D-01  0.624433503770684162D+01
  0.117527737341286916D-02  0.769764067949038090D-05  0.109169529388026959D-01  0.619254052144799161D+01
  0.120501536623100281D-02  0.802499302942697433D-05  0.111003397437021978D-01  0.614117629350686123D+01
  0.123550544752932005D-02  0.836626229983396194D-05  0.112868049251270142D-01  0.609023876814283405D+01
  0.126676661901104501D-02  0.872203986253353045D-05  0.114764000605500904D-01  0.603972437522105476D+01
  0.129881836149012774D-02  0.909294219740294318D-05  0.116691775905260406D-01  0.598962973355364081D+01
  0.133168064692183513D-02  0.947961195980334947D-05  0.118651908350383105D-01  0.593995128593181398D+01
  0.136537395073287786D-02  0.988271908802618268D-05  0.120644939926568915D-01  0.589068569072243609D+01
  0.139991926445839909D-02  0.103029619618560520D-04  0.122671421831568508D-01  0.584182945165089684D+01
  0.143533810869335638D-02  0.107410686077051233D-04  0.124731914214328155D-01  0.579337907590853263D+01
  0.147165254636592423D-02  0.111977979543591519D-04  0.126826986722343611D-01  0.574533146987054444D+01
  0.150888519634081683D-02  0.116739411450189242D-04  0.128957218517393342D-01  0.569768308262931367D+01
  0.154705924736055385D-02  0.121703229006081263D-04  0.131123198221949587D-01  0.565043061693486770D+01
  0.158619847233288942D-02  0.126878029434233175D-04  0.133325524452738275D-01  0.560357097376974966D+01
  0.162632724297283706D-02  0.132272774810901704D-04  0.135564805734345872D-01  0.555710078678906605D+01
  0.166747054480790311D-02  0.137896807512094565D-04  0.137841660688000460D-01  0.551101682138668636D+01
  0.170965399255533284D-02  0.143759866335409976D-04  0.140156718250526273D-01  0.546531591777674031D+01
  0.175290384588041312D-02  0.149872103284259818D-04  0.142510617829135003D-01  0.541999487103585409D+01
  0.179724702554502191D-02  0.156244101079374116D-04  0.144904009426315705D-01  0.537505055570232315D+01
  0.184271112995590056D-02  0.162886891387121266D-04  0.147337553906426236D-01  0.533047996471311336D+01
  0.188932445212228401D-02  0.169811973849377086D-04  0.149811923164872920D-01  0.528627991330731462D+01
  0.193711599703276917D-02  0.177031335884018183D-04  0.152327800130860613D-01  0.524244728401496474D+01
  0.198611549946153343D-02  0.184557473338034250D-04  0.154885879162745543D-01  0.519897914211980172D+01
  0.203635344221421519D-02  0.192403412015492891D-04  0.157486866167369718D-01  0.515587246665374366D+01
  0.208786107482404702D-02  0.200582730104587700D-04  0.160131478750898115D-01  0.511312427538009828D+01
  0.214067043270905382D-02  0.209109581556655995D-04  0.162820446461572968D-01  0.507073155426471267D+01
  0.219481435680129490D-02  0.217998720450794064D-04  0.165554510869783747D-01  0.502869137779437470D+01
  0.225032651365957449D-02  0.227265526374122885D-04  0.168334425947043453D-01  0.498700089680456848D+01
  0.230724141607704328D-02  0.236926030904186858D-04  0.171160958139580793D-01  0.494565717804246407D+01
  0.236559444419557610D-02  0.246996945160918625D-04  0.174034886581744194D-01  0.490465737709386040D+01
  0.242542186713898744D-02  0.257495688568550946D-04  0.176957003363956145D-01  0.486399868097848920D+01
  0.248676086517739259D-02  0.268440418786608844D-04  0.179928113690361394D-01  0.482367825370551895D+01
  0.254964955243536023D-02  0.279850062939348122D-04  0.182949036089077866D-01  0.478369329150356926D+01
  0.261412700015672093D-02  0.291744350121224158D-04  0.186020602639288025D-01  0.474404105748060889D+01
  0.268023326053921755D-02  0.304143845312239034D-04  0.189143659235001260D-01  0.470471879938678050D+01
  0.274800939115245292D-02  0.317069984684321247D-04  0.192319065713862404D-01  0.466572377417428452D+01
  0.281749747995285260D-02  0.330545112418099054D-04  0.195547696159157000D-01  0.462705336777127396D+01
  0.288874067090976166D-02  0.344592519053221936D-04  0.198830439199554551D-01  0.458870485354818047D+01
  0.296178319025691998D-02  0.359236481477569973D-04  0.202168197984460320D-01  0.455067554025034582D+01
  0.303667037338407842D-02  0.374502304533475965D-04  0.205561890696651754D-01  0.451296288157704240D+01
  0.311344869238364737D-02  0.390416364478801846D-04  0.209012450691715285D-01  0.447556421254268599D+01
  0.319216578426767495D-02  0.407006154150785302D-04  0.212520826635967490D-01  0.443847699543676377D+01
  0.327287047987080302D-02  0.424300330136394147D-04  0.216087983023353289D-01  0.440169866900026641D+01
  0.335561283345505888D-02  0.442328761854395973D-04  0.219714900082798245D-01  0.436522664632525448D+01
  0.344044415303282249D-02  0.461122582712438639D-04  0.223402574305737768D-01  0.432905848929915127D+01
  0.352741703142451244D-02  0.480714243440654685D-04  0.227152018639039908D-01  0.429319167821461978D+01
  0.361658537806794746D-02  0.501137567621526845D-04  0.230964262645566576D-01  0.425762367258112562D+01
  0.370800445159670056D-02  0.522427809572090495D-04  0.234840352794915969D-01  0.422235206359163406D+01
  0.380173089320501659D-02  0.544621714631457460D-04  0.238781352904773314D-01  0.418737450997983629D+01
  0.389782276081734186D-02  0.567757582028064584D-04  0.242788344338306650D-01  0.415268851171430775D+01
  0.399633956408083045D-02  0.591875330312048351D-04  0.246862426026022812D-01  0.411829163459690584D+01
  0.409734230019944204D-02  0.617016565546003301D-04  0.251004715086291241D-01  0.408418159070493481D+01
  0.420089349062884986D-02  0.643224652396887591D-04  0.255216347017750839D-01  0.405035604453596942D+01
  0.430705721865150791D-02  0.670544788135842527D-04  0.259498475960060135D-01  0.401681265876742444D+01
  0.441589916785177245D-02  0.699024079794427326D-04  0.263852274975887244D-01  0.398354908146135100D+01
  0.452748666151125273D-02  0.728711624479585552D-04  0.268278936285649278D-01  0.395056304207950904D+01
  0.464188870294500368D-02  0.759658593097282817D-04  0.272779671769551799D-01  0.391785229687820191D+01
  0.475917601679956646D-02  0.791918317563296314D-04  0.277355713093770627D-01  0.388541460476997447D+01
  0.487942109133416343D-02  0.825546381622570567D-04  0.282008312175490439D-01  0.385324775374271500D+01
  0.500269822170688189D-02  0.860600715526822627D-04  0.286738741370236791D-01  0.382134947949460146D+01
  0.512908355428801348D-02  0.897141694558780696D-04  0.291548293750796689D-01  0.378971762000733214D+01
  0.525865513202301155D-02  0.935232241755403599D-04  0.296438283679794148D-01  0.375835003570528148D+01
  0.539149294086819705D-02  0.974937934879580888D-04  0.301410046905003851D-01  0.372724455158194878D+01
  0.552767895732239785D-02  0.101632711781721147D-03  0.306464940997650606D-01  0.369639905915342792D+01
  0.566729719707842906D-02  0.105947101666672077D-03  0.311604345715473380D-01  0.366581143408529897D+01
  0.581043376481856378D-02  0.110444386060638375D-03  0.316829663233454614D-01  0.363547957495927943D+01
  0.595717690517847624D-02  0.115132300780574338D-03  0.322142318622010704D-01  0.360540142615142845D+01
  0.610761705490483250D-02  0.120018907658499564D-03  0.327543760151899482D-01  0.357557494691871325D+01
  0.626184689623172138D-02  0.125112608198916554D-03  0.333035459701924302D-01  0.354599809202983440D+01
  0.641996141150190814D-02  0.130422157807695669D-03  0.338618913009408606D-01  0.351666881467957548D+01
  0.658205793905901771D-02  0.135956680602636055D-03  0.344295640093068012D-01  0.348758515818546844D+01
  0.674823623043724775D-02  0.141725684848060141D-03  0.350067185806326453D-01  0.345874513868295441D+01
  0.691859850887572257D-02  0.147739079024248492D-03  0.355935119897545782D-01  0.343014676159152643D+01
  0.709324952918480994D-02  0.154007188555830378D-03  0.361901037625676908D-01  0.340178811844233264D+01
  0.727229663899221692D-02  0.160540773246203861D-03  0.367966560151614525D-01  0.337366727721942006D+01
  0.745584984139716425D-02  0.167351045418354615D-03  0.374133334798148684D-01  0.334578231967652062D+01
  0.764402185906103669D-02  0.174449688814636266D-03  0.380403035578056326D-01  0.331813136765324312D+01
  0.783692819976370900D-02  0.181848878271367685D-03  0.386777363558256648D-01  0.329071254414068104D+01
  0.803468722345467186D-02  0.189561300208733344D-03  0.393258047260239482D-01  0.326352399157205308D+01
  0.823742021082876814D-02  0.197600173960677493D-03  0.399846843101266461D-01  0.323656387407303114D+01
  0.844525143345668979D-02  0.205979273988623172D-03  0.406545535815817788D-01  0.320983037391488724D+01
  0.865830822550039611D-02  0.214712953003528482D-03  0.413355938896267927D-01  0.318332169895007233D+01
  0.887672105704450688D-02  0.223816166044872404D-03  0.420279895058848496D-01  0.315703605198224047D+01
  0.910062360907449609D-02  0.233304495543694743D-03  0.427319276563326647D-01  0.313097166353459055D+01
  0.933015285013324112D-02  0.243194177414047527D-03  0.434475985833142897D-01  0.310512679569006789D+01
  0.956544911468758946D-02  0.253502128222426668D-03  0.441751955803827145D-01  0.307949970096755887D+01
  0.980665618323676470D-02  0.264245973457324381D-03  0.449149150372669531D-01  0.305408867405644724D+01
  0.100539213641951744D-01  0.275444076968649296D-03  0.456669564997423741D-01  0.302889201529750807D+01
  0.103073955775817502D-01  0.287115571604532971D-03  0.464315226985199947D-01  0.300390802792597889D+01
  0.105672334405488202D-01  0.299280391097269066D-03  0.472088196090800771D-01  0.297913506143791285D+01
  0.108335933547833527D-01  0.311959303259143491D-03  0.479990565032908101D-01  0.295457146621240208D+01
  0.111066375958135954D-01  0.325173944524763088D-03  0.488024459879206340D-01  0.293021559288068900D+01
  0.113865324042546293D-01  0.338946855901664556D-03  0.496192040565398423D-01  0.290606583392054496D+01
  0.116734480790259745D-01  0.353301520383090932D-03  0.504495501517674763D-01  0.288212060376542833D+01
  0.119675590725749608D-01  0.368262401888514769D-03  0.512937072083409357D-01  0.285837830066583853D+01
  0.122690440881394885D-01  0.383854985773061529D-03  0.521519016946602465D-01  0.283483735765717304D+01
  0.125780861790835679D-01  0.400105820985383455D-03  0.530243636863779871D-01  0.281149623476135524D+01
  0.128948728503397048D-01  0.417042563939797918D-03  0.539113269049647237D-01  0.278835338386614140D+01
  0.132195961619912816D-01  0.434694024147209794D-03  0.548130287716361436D-01  0.276540729229698279D+01
  0.135524528350289050D-01  0.453090211705765454D-03  0.557297104740331894D-01  0.274265646228119664D+01
  0.138936443593139745D-01  0.472262386699290738D-03  0.566616170088164450D-01  0.272009939903831865D+01
  0.142433771037826541D-01  0.492243110586720292D-03  0.576089972420004287D-01  0.269773463292114490D+01
  0.146018624289236468D-01  0.513066299662238339D-03  0.585721039673305771D-01  0.267556070826309211D+01
  0.149693168015623129D-01  0.534767280662610677D-03  0.595511939607449997D-01  0.265357618415684549D+01
  0.153459619119837940D-01  0.557382848605545897D-03  0.605465280407642831D-01  0.263177963599249010D+01
  0.157320247934274147D-01  0.580951326948425922D-03  0.615583711254021199D-01  0.261016965883228336D+01
  0.161277379439837762D-01  0.605512630150516293D-03  0.625869922968831510D-01  0.258874485709943825D+01
  0.165333394509262835D-01  0.631108328743173758D-03  0.636326648519220661D-01  0.256750384602837034D+01
  0.169490731175072872D-01  0.657781716979707778D-03  0.646956663689410016D-01  0.254644526989634823D+01
  0.173751885922494159D-01  0.685577883201632745D-03  0.657762787745207189D-01  0.252556777743245675D+01
  0.178119415007611630D-01  0.714543782985216261D-03  0.668747883921386177D-01  0.250487003493650029D+01
  0.182595935801053814D-01  0.744728315198745091D-03  0.679914860212340044D-01  0.248435073003643581D+01
  0.187184128157486911D-01  0.776182401081490546D-03  0.691266669904637976D-01  0.246400854915787271D+01
