        4436
  0.941313142394879977D-04  0.120510135133980326D-02  0.853452278177744716D+01 -0.302311836785101186D+05
  0.965141680564082446D-04  0.122535312388666134D-02  0.846368662721436849D+01 -0.292402192088695519D+05
  0.989573394011523326D-04  0.124594518853086934D-02  0.839343813636713065D+01 -0.282817411865241011D+05
  0.101462354978062893D-03  0.126688326151678577D-02  0.832377242961771202D+01 -0.273546846009739675D+05
  0.104030780127825097D-03  0.128817315503850080D-02  0.825468466777414278D+01 -0.264580193553037825D+05
  0.106664219804916964D-03  0.130982077884730149D-02  0.818617005174095524D+01 -0.255907491212774148D+05
  0.109364319579770286D-03  0.133183214188595874D-02  0.811822382218525007D+01 -0.247519102344225430D+05
  0.112132766666268600D-03  0.135421335395022953D-02  0.805084125920169669D+01 -0.239405706221932523D+05
  0.114971290975220095D-03  0.137697062737805612D-02  0.798401768198949391D+01 -0.231558287680017602D+05
  0.117881666194461092D-03  0.140011027876691774D-02  0.791774844852433812D+01 -0.223968127096978133D+05
  0.120865710896264140D-03  0.142363873071976905D-02  0.785202895523999622D+01 -0.216626790701074860D+05
  0.123925289672736200D-03  0.144756251362008971D-02  0.778685463670911826D+01 -0.209526121214363884D+05
  0.127062314299918202D-03  0.147188826743645642D-02  0.772222096532120705D+01 -0.202658228780507307D+05
  0.130278744931306556D-03  0.149662274355716524D-02  0.765812345097347169D+01 -0.196015482197422316D+05
  0.133576591321540259D-03  0.152177280665539505D-02  0.759455764075413065D+01 -0.189590500438095369D+05
  0.136957914081016523D-03  0.154734543658537342D-02  0.753151911863854373D+01 -0.183376144444114871D+05
  0.140424825962210298D-03  0.157334773031013561D-02  0.746900350518091827D+01 -0.177365509205200651D+05
  0.143979493178504679D-03  0.159978690386127940D-02  0.740700645720754913D+01 -0.171551916078969189D+05
  0.147624136756345378D-03  0.162667029433135072D-02  0.734552366751859864D+01 -0.165928905373067792D+05
  0.151361033921565077D-03  0.165400536189930702D-02  0.728455086458392920D+01 -0.160490229163665681D+05
  0.155192519520736856D-03  0.168179969188964658D-02  0.722408381225270269D+01 -0.155229844350480817D+05
  0.159120987478439060D-03  0.171006099686576009D-02  0.716411830945600947D+01 -0.150141905953575042D+05
  0.163148892291341160D-03  0.173879711875800738D-02  0.710465018991259090D+01 -0.145220760608228738D+05
  0.167278750560035245D-03  0.176801603102714621D-02  0.704567532184410972D+01 -0.140460940287113917D+05
  0.171513142559565643D-03  0.179772584086366214D-02  0.698718960768242070D+01 -0.135857156225187209D+05
  0.175854713849635545D-03  0.182793479142355562D-02  0.692918898378903148D+01 -0.131404293036249619D+05
  0.180306176925483356D-03  0.185865126410126062D-02  0.687166942017264759D+01 -0.127097403038024713D+05
  0.184870312910463040D-03  0.188988378084019109D-02  0.681462692020561711D+01 -0.122931700750296113D+05
  0.189549973291371662D-03  0.192164100648161535D-02  0.675805752034957763D+01 -0.118902557578619017D+05
  0.194348081697605959D-03  0.195393175115242661D-02  0.670195728987517292D+01 -0.115005496669557870D+05
  0.199267635725251590D-03  0.198676497269244592D-02  0.664632233059383726D+01 -0.111236187932363464D+05
  0.204311708807232651D-03  0.202014977912194941D-02  0.659114877658562826D+01 -0.107590443236392603D+05
  0.209483452130689225D-03  0.205409543114997957D-02  0.653643279392693888D+01 -0.104064211752418614D+05
  0.214786096602766029D-03  0.208861134472417432D-02  0.648217058042742877D+01 -0.100653575451490415D+05
  0.220222954866034122D-03  0.212370709362275263D-02  0.642835836536193028D+01 -0.973547447517748151D+04
  0.225797423364796474D-03  0.215939241208931839D-02  0.637499240921137655D+01 -0.941640543041078490D+04
  0.231512984463553472D-03  0.219567719751123745D-02  0.632206900340286104D+01 -0.910779589254017264D+04
  0.237373208618948050D-03  0.223257151314220021D-02  0.626958447004802899D+01 -0.880930296565922254D+04
  0.243381756606531827D-03  0.227008559086973880D-02  0.621753516169027165D+01 -0.852059499522992337D+04
  0.249542381803732839D-03  0.230822983402841119D-02  0.616591746104728067D+01 -0.824135119949862928D+04
  0.255858932530441839D-03  0.234701482025933671D-02  0.611472778076321433D+01 -0.797126131278174216D+04
  0.262335354448658996D-03  0.238645130441693474D-02  0.606396256315871174D+01 -0.771002524128839559D+04
  0.268975693022697028D-03  0.242655022152347358D-02  0.601361827997997800D+01 -0.745735272948885267D+04
  0.275784096041455280D-03  0.246732268977231661D-02  0.596369143215479092D+01 -0.721296303741098200D+04
  0.282764816204330650D-03  0.250878001358055417D-02  0.591417854954774658D+01 -0.697658462858956045D+04
  0.289922213772361975D-03  0.255093368669187179D-02  0.586507619072178965D+01 -0.674795486845805590D+04
  0.297260759286247791D-03  0.259379539533042798D-02  0.581638094269584283D+01 -0.652681973274087522D+04
  0.304785036352922154D-03  0.263737702140651870D-02  0.576808942070702990D+01 -0.631293352491764199D+04
  0.312499744502405246D-03  0.268169064577490580D-02  0.572019826797588582D+01 -0.610605860332768043D+04
  0.320409702116699105D-03  0.272674855154659244D-02  0.567270415547065809D+01 -0.590596511706210367D+04
  0.328519849432536181D-03  0.277256322745491387D-02  0.562560378167700126D+01 -0.571243075040310760D+04
  0.336835251619833648D-03  0.281914737127680675D-02  0.557889387236851508D+01 -0.552524047598695324D+04
  0.345361101937756551D-03  0.286651389331010666D-02  0.553257118037715934D+01 -0.534418631592295060D+04
  0.354102724970338175D-03  0.291467591990775309D-02  0.548663248536649206D+01 -0.516906711056748372D+04
  0.363065579943652544D-03  0.296364679706979982D-02  0.544107459360772339D+01 -0.499968829495770115D+04
  0.372255264126586480D-03  0.301344009409414224D-02  0.539589433775734761D+01 -0.483586168262775846D+04
  0.381677516317307022D-03  0.306406960728686662D-02  0.535108857663667337D+01 -0.467740525656103455D+04
  0.391338220417574356D-03  0.311554936373316209D-02  0.530665419501192659D+01 -0.452414296696089332D+04
  0.401243409097103816D-03  0.316789362512971207D-02  0.526258810337679428D+01 -0.437590453555751628D+04
  0.411399267550232087D-03  0.322111689167954877D-02  0.521888723773730412D+01 -0.423252526640016731D+04
  0.421812137347202763D-03  0.327523390605031660D-02  0.517554855939781433D+01 -0.409384586282559530D+04
  0.432488520382440234D-03  0.333025965739693411D-02  0.513256905474990077D+01 -0.395971225047331927D+04
  0.443435082922241555D-03  0.338620938544965337D-02  0.508994573506132575D+01 -0.382997540613462797D+04
  0.454658659754377957D-03  0.344309858466849321D-02  0.504767563626716953D+01 -0.370449119212024880D+04
  0.466166258442154188D-03  0.350094300846509740D-02  0.500575581876294251D+01 -0.358312019607036427D+04
  0.477965063685542905D-03  0.355975867349301927D-02  0.496418336719963982D+01 -0.346572757600853902D+04
  0.490062441792069275D-03  0.361956186400750951D-02  0.492295539028100393D+01 -0.335218291057917168D+04
  0.502465945260194128D-03  0.368036913629584111D-02  0.488206902056021441D+01 -0.324236005412038821D+04
  0.515183317478008730D-03  0.374219732317922866D-02  0.484152141424050164D+01 -0.313613699644605640D+04
  0.528222497540119739D-03  0.380506353858747455D-02  0.480130975097616108D+01 -0.303339572734891090D+04
  0.541591625185683834D-03  0.386898518220736825D-02  0.476143123367435805D+01 -0.293402210534175811D+04
  0.555299045860613251D-03  0.393397994420600222D-02  0.472188308830263637D+01 -0.283790573084789958D+04
  0.569353315907051259D-03  0.400006581003014856D-02  0.468266256369337519D+01 -0.274493982367255194D+04
  0.583763207883303725D-03  0.406726106528272364D-02  0.464376693135049479D+01 -0.265502110424242164D+04
  0.598537716017472315D-03  0.413558430067761159D-02  0.460519348525981442D+01 -0.256804967882506207D+04
  0.613686061798131505D-03  0.420505441707392721D-02  0.456693954169933480D+01 -0.248392892852437626D+04
  0.629217699705460296D-03  0.427569063059093576D-02  0.452900243905288846D+01 -0.240256540193334786D+04
  0.645142323086333753D-03  0.434751247780481870D-02  0.449137953762304853D+01 -0.232386871134379726D+04
  0.661469870176961011D-03  0.442053982102843645D-02  0.445406821944618958D+01 -0.224775143227921490D+04
  0.678210530276743251D-03  0.449479285367536310D-02  0.441706588810917644D+01 -0.217412900632523179D+04
  0.695374750077118377D-03  0.457029210570936324D-02  0.438036996856815719D+01 -0.210291964713955076D+04
  0.712973240149243365D-03  0.464705844918061276D-02  0.434397790696926300D+01 -0.203404424964169220D+04
  0.731016981594470984D-03  0.472511310384986834D-02  0.430788717046796332D+01 -0.196742630209355411D+04
  0.749517232861669075D-03  0.480447764290182870D-02  0.427209524705327848D+01 -0.190299180105042046D+04
  0.768485536735518835D-03  0.488517399874906569D-02  0.423659964537100553D+01 -0.184066916919316873D+04
  0.787933727500055524D-03  0.496722446892765117D-02  0.420139789454842560D+01 -0.178038917570107583D+04
  0.807873938281784268D-03  0.505065172208593940D-02  0.416648754402375943D+01 -0.172208485934674013D+04
  0.828318608576836366D-03  0.513547880406774616D-02  0.413186616337286239D+01 -0.166569145418884636D+04
  0.849280491966732326D-03  0.522172914409120906D-02  0.409753134213750414D+01 -0.161114631749773639D+04
  0.870772664027425077D-03  0.530942656102470142D-02  0.406348068965900922D+01 -0.155838886014323316D+04
  0.892808530436400676D-03  0.539859526976122026D-02  0.402971183490951823D+01 -0.150736047935635747D+04
  0.915401835282763135D-03  0.548925988769241851D-02  0.399622242632465330D+01 -0.145800449353238264D+04
  0.938566669585304790D-03  0.558144544128383931D-02  0.396301013164078064D+01 -0.141026607926902261D+04
  0.962317480023714756D-03  0.567517737275262391D-02  0.393007263772935866D+01 -0.136409221047296114D+04
  0.986669077888201445D-03  0.577048154684906001D-02  0.389740765043570736D+01 -0.131943159939242264D+04
  0.101163664825290492D-02  0.586738425774348000D-02  0.386501289441803575D+01 -0.127623463968305941D+04
  0.103723575937864510D-02  0.596591223601975439D-02  0.383288611298610338D+01 -0.123445335123159384D+04
  0.106348237235065089D-02  0.606609265577690362D-02  0.380102506794550221D+01 -0.119404132685407649D+04
  0.109039285095705648D-02  0.616795314184027769D-02  0.376942753943820996D+01 -0.115495368078437787D+04
  0.111798397181412431D-02  0.627152177708352378D-02  0.373809132578651937D+01 -0.111714699870741265D+04
  0.114627293474423258D-02  0.637682710986305860D-02  0.370701424334083907D+01 -0.108057928957830200D+04
  0.117527737341286916D-02  0.648389816156629255D-02  0.367619412632285769D+01 -0.104520993897004314D+04
  0.120501536623100281D-02  0.659276443427502315D-02  0.364562882667538801D+01 -0.101099966389104884D+04
  0.123550544752932005D-02  0.670345591854567928D-02  0.361531621391086944D+01 -0.977910469180499263D+03
  0.126676661901104501D-02  0.681600310130753718D-02  0.358525417496104737D+01 -0.945905605266519387D+03
  0.129881836149012774D-02  0.693043697388069559D-02  0.355544061402918166D+01 -0.914949527355064674D+03
  0.133168064692183513D-02  0.704678904011498720D-02  0.352587345244053152D+01 -0.885007855904631242D+03
  0.136537395073287786D-02  0.716509132465144652D-02  0.349655062849876908D+01 -0.856047338429043293D+03
  0.139991926445839909D-02  0.728537638130783913D-02  0.346747009733846934D+01 -0.828035812581740856D+03
  0.143533810869335638D-02  0.740767730158943885D-02  0.343862983078162987D+01 -0.800942170360931186D+03
  0.147165254636592423D-02  0.753202772332691763D-02  0.341002781719627546D+01 -0.774736323589102312D+03
  0.150888519634081683D-02  0.765846183944243839D-02  0.338166206135208736D+01 -0.749389170480811345D+03
  0.154705924736055385D-02  0.778701440684557555D-02  0.335353058428113737D+01 -0.724872563265943882D+03
  0.158619847233288942D-02  0.791772075546052709D-02  0.332563142313860105D+01 -0.701159276945539432D+03
  0.162632724297283706D-02  0.805061679738598539D-02  0.329796263106332788D+01 -0.678222979034506920D+03
  0.166747054480790311D-02  0.818573903618911337D-02  0.327052227704115239D+01 -0.656038200297810704D+03
  0.170965399255533284D-02  0.832312457633511797D-02  0.324330844576790156D+01 -0.634580306455462051D+03
  0.175290384588041312D-02  0.846281113275369930D-02  0.321631923751441473D+01 -0.613825470795377669D+03
  0.179724702554502191D-02  0.860483704054395421D-02  0.318955276799288612D+01 -0.593750647714724209D+03
  0.184271112995590056D-02  0.874924126481896325D-02  0.316300716822258199D+01 -0.574333547109990377D+03
  0.188932445212228401D-02  0.889606341069150083D-02  0.313668058439847242D+01 -0.555552609601802942D+03
  0.193711599703276917D-02  0.904534373340225815D-02  0.311057117775962766D+01 -0.537386982581901748D+03
  0.198611549946153343D-02  0.919712314859180528D-02  0.308467712445968889D+01 -0.519816497034196004D+03
  0.203635344221421519D-02  0.935144324271778259D-02  0.305899661543812762D+01 -0.502821645155359988D+03
  0.208786107482404702D-02  0.950834628361842474D-02  0.303352785628960930D+01 -0.486383558646008396D+03
  0.214067043270905382D-02  0.966787523122366807D-02  0.300826906714047126D+01 -0.470483987735969208D+03
  0.219481435680129490D-02  0.983007374841551873D-02  0.298321848252105148D+01 -0.455105280955903027D+03
  0.225032651365957449D-02  0.999498621203808758D-02  0.295837435123898107D+01 -0.440230365478975727D+03
  0.230724141607704328D-02  0.101626577240592660D-01  0.293373493625814596D+01 -0.425842728159087414D+03
  0.236559444419557610D-02  0.103331341228847119D-01  0.290929851457299682D+01 -0.411926397203890929D+03
  0.242542186713898744D-02  0.105064619948253158D-01  0.288506337708706262D+01 -0.398465924401078098D+03
  0.248676086517739259D-02  0.106826886857193659D-01  0.286102782849212867D+01 -0.385446367964621231D+03
  0.254964955243536023D-02  0.108618623127102465D-01  0.283719018714737237D+01 -0.372853275934405076D+03
  0.261412700015672093D-02  0.110440317761807388D-01  0.281354878496016081D+01 -0.360672670118972064D+03
  0.268023326053921755D-02  0.112292467718447947D-01  0.279010196726686655D+01 -0.348891030556526175D+03
  0.274800939115245292D-02  0.114175578029976112D-01  0.276684809271645538D+01 -0.337495280495640145D+03
  0.281749747995285260D-02  0.116090161929249900D-01  0.274378553315270413D+01 -0.326472771870582505D+03
  0.288874067090976166D-02  0.118036740974723480D-01  0.272091267349890087D+01 -0.315811271236440291D+03
  0.296178319025691998D-02  0.120015845177745637D-01  0.269822791164337650D+01 -0.305498946191383197D+03
  0.303667037338407842D-02  0.122028013131467404D-01  0.267572965832383325D+01 -0.295524352218251522D+03
  0.311344869238364737D-02  0.124073792141367340D-01  0.265341633701623358D+01 -0.285876419965325056D+03
  0.319216578426767495D-02  0.126153738357399348D-01  0.263128638382130831D+01 -0.276544442959400669D+03
  0.327287047987080302D-02  0.128268416907762993D-01  0.260933824735335396D+01 -0.267518065699339047D+03
  0.335561283345505888D-02  0.130418402034304121D-01  0.258757038862999522D+01 -0.258787272155995652D+03
  0.344044415303282249D-02  0.132604277229542607D-01  0.256598128096172484D+01 -0.250342374638973581D+03
  0.352741703142451244D-02  0.134826635375331922D-01  0.254456940984407565D+01 -0.242174003033999668D+03
  0.361658537806794746D-02  0.137086078883148152D-01  0.252333327284857578D+01 -0.234273094395076328D+03
  0.370800445159670056D-02  0.139383219836006975D-01  0.250227137951602607D+01 -0.226630882864656513D+03
  0.380173089320501659D-02  0.141718680132007745D-01  0.248138225125086720D+01 -0.219238889946184258D+03
  0.389782276081734186D-02  0.144093091629499490D-01  0.246066442121389350D+01 -0.212088915080816776D+03
  0.399633956408083045D-02  0.146507096293862233D-01  0.244011643421873181D+01 -0.205173026525593684D+03
  0.409734230019944204D-02  0.148961346345901895D-01  0.241973684662810573D+01 -0.198483552551437867D+03
  0.420089349062884986D-02  0.151456504411844987D-01  0.239952422624988060D+01 -0.192013072917703198D+03
  0.430705721865150791D-02  0.153993243674928251D-01  0.237947715223517564D+01 -0.185754410624161665D+03
  0.441589916785177245D-02  0.156572248028568721D-01  0.235959421497667687D+01 -0.179700623936647872D+03
  0.452748666151125273D-02  0.159194212231104429D-01  0.233987401600840661D+01 -0.173844998678153161D+03
  0.464188870294500368D-02  0.161859842062089046D-01  0.232031516790474246D+01 -0.168181040767563616D+03
  0.475917601679956646D-02  0.164569854480123741D-01  0.230091629418202226D+01 -0.162702468998207166D+03
  0.487942109133416343D-02  0.167324977782211115D-01  0.228167602920049806D+01 -0.157403208068516108D+03
  0.500269822170688189D-02  0.170125951764606639D-01  0.226259301806530333D+01 -0.152277381827745842D+03
  0.512908355428801348D-02  0.172973527885146583D-01  0.224366591653091163D+01 -0.147319306743803054D+03
  0.525865513202301155D-02  0.175868469427030300D-01  0.222489339090444238D+01 -0.142523485594507690D+03
  0.539149294086819705D-02  0.178811551664023738D-01  0.220627411795019412D+01 -0.137884601354056201D+03
  0.552767895732239785D-02  0.181803562027061417D-01  0.218780678479594481D+01 -0.133397511290950632D+03
  0.566729719707842906D-02  0.184845300272209155D-01  0.216949008883756322D+01 -0.129057241252218432D+03
  0.581043376481856378D-02  0.187937578649954029D-01  0.215132273764734361D+01 -0.124858980133371830D+03
  0.595717690517847624D-02  0.191081222075787510D-01  0.213330344888106982D+01 -0.120798074538475547D+03
  0.610761705490483250D-02  0.194277068302033465D-01  0.211543095018638194D+01 -0.116870023606147527D+03
  0.626184689623172138D-02  0.197525968090886059D-01  0.209770397911243833D+01 -0.113070474012414167D+03
  0.641996141150190814D-02  0.200828785388602396D-01  0.208012128301872945D+01 -0.109395215131735796D+03
  0.658205793905901771D-02  0.204186397500804584D-01  0.206268161898693725D+01 -0.105840174356991810D+03
  0.674823623043724775D-02  0.207599695268836613D-01  0.204538375373183579D+01 -0.102401412580061063D+03
  0.691859850887572257D-02  0.211069583247115652D-01  0.202822646351296054D+01 -0.990751198111461520D+02
  0.709324952918480994D-02  0.214596979881419153D-01  0.201120853404835831D+01 -0.958576109470597544D+02
  0.727229663899221692D-02  0.218182817688042166D-01  0.199432876042733231D+01 -0.927453216781454017D+02
  0.745584984139716425D-02  0.221828043433751655D-01  0.197758594702532342D+01 -0.897348045261494320D+02
  0.764402185906103669D-02  0.225533618316470612D-01  0.196097890741888792D+01 -0.868227250171882616D+02
  0.783692819976370900D-02  0.229300518146605160D-01  0.194450646430094709D+01 -0.840058579734399160D+02
  0.803468722345467186D-02  0.233129733528938607D-01  0.192816744939865914D+01 -0.812810839326227068D+02
  0.823742021082876814D-02  0.237022270045002016D-01  0.191196070338916480D+01 -0.786453856837446494D+02
  0.844525143345668979D-02  0.240979148435823166D-01  0.189588507581840826D+01 -0.760958449105847023D+02
  0.865830822550039611D-02  0.245001404784966313D-01  0.187993942502013733D+01 -0.736296389531679267D+02
  0.887672105704450688D-02  0.249090090701746432D-01  0.186412261803479540D+01 -0.712440376707358070D+02
  0.910062360907449609D-02  0.253246273504518331D-01  0.184843353053051973D+01 -0.689364004096486696D+02
  0.933015285013324112D-02  0.257471036403918579D-01  0.183287104672308954D+01 -0.667041730687503787D+02
  0.956544911468758946D-02  0.261765478685939551D-01  0.181743405929892043D+01 -0.645448852609842163D+02
  0.980665618323676470D-02  0.266130715894713002D-01  0.180212146933695960D+01 -0.624561475721604538D+02
  0.100539213641951744D-01  0.270567880014857022D-01  0.178693218623175776D+01 -0.604356489033135063D+02
  0.103073955775817502D-01  0.275078119653257014D-01  0.177186512761840120D+01 -0.584811539050348586D+02
  0.105672334405488202D-01  0.279662600220122563D-01  0.175691921929628281D+01 -0.565905004942612351D+02
  0.108335933547833527D-01  0.284322504109166888D-01  0.174209339515559103D+01 -0.547615974512374635D+02
  0.111066375958135954D-01  0.289059030876747808D-01  0.172738659710323472D+01 -0.529924220982126855D+02
  0.113865324042546293D-01  0.293873397419790565D-01  0.171279777498999541D+01 -0.512810180501886776D+02
  0.116734480790259745D-01  0.298766838152321364D-01  0.169832588653929673D+01 -0.496254930436700974D+02
  0.119675590725749608D-01  0.303740605180416283D-01  0.168396989727485491D+01 -0.480240168344658969D+02
  0.122690440881394885D-01  0.308795968475367236D-01  0.166972878045117268D+01 -0.464748191632334624D+02
  0.125780861790835679D-01  0.313934216044866252D-01  0.165560151698357894D+01 -0.449761877904569687D+02
  0.128948728503397048D-01  0.319156654101978576D-01  0.164158709537956571D+01 -0.435264665929700243D+02
  0.132195961619912816D-01  0.324464607231693750D-01  0.162768451167141537D+01 -0.421240537263504251D+02
  0.135524528350289050D-01  0.329859418554804551D-01  0.161389276934794967D+01 -0.407673998443166568D+02
  0.138936443593139745D-01  0.335342449888873934D-01  0.160021087928969474D+01 -0.394550063766586590D+02
  0.142433771037826541D-01  0.340915081906037129D-01  0.158663785970308036D+01 -0.381854238672295239D+02
  0.146018624289236468D-01  0.346578714287357134D-01  0.157317273605568486D+01 -0.369572503620541255D+02
  0.149693168015623129D-01  0.352334765873468236D-01  0.155981454101349426D+01 -0.357691298528272554D+02
  0.153459619119837940D-01  0.358184674811206083D-01  0.154656231437745229D+01 -0.346197507707646537D+02
  0.157320247934274147D-01  0.364129898695922591D-01  0.153341510302257422D+01 -0.335078445291423890D+02
  0.161277379439837762D-01  0.370171914709175529D-01  0.152037196083685044D+01 -0.324321841151883064D+02
