        4436
  0.851738397014048504D-04 -0.925000000000000000D+01  0.117417045823056196D+05 -0.137894157255417943D+09
  0.873299506010846412D-04 -0.922499999999999964D+01  0.114518205636775128D+05 -0.131169205466658801D+09
  0.895406398568891255D-04 -0.919999999999999929D+01  0.111690938069601852D+05 -0.124772227876260862D+09
  0.918072889290445050D-04 -0.917500000000000071D+01  0.108933475987275015D+05 -0.118687229131395847D+09
  0.941313142394879977D-04 -0.915000000000000036D+01  0.106244095886226587D+05 -0.112898993978474855D+09
  0.965141680564082446D-04 -0.912500000000000000D+01  0.103621116816344911D+05 -0.107393049216968745D+09
  0.989573394011523326D-04 -0.909999999999999964D+01  0.101062899330332057D+05 -0.102155627509648591D+09
  0.101462354978062893D-03 -0.907499999999999929D+01  0.985678444589795254D+04 -0.971736329572386593D+08
  0.104030780127825097D-03 -0.905000000000000071D+01  0.961343927117697240D+04 -0.924346083516795933D+08
  0.106664219804916964D-03 -0.902500000000000036D+01  0.937610231021466461D+04 -0.879267040271586329D+08
  0.109364319579770286D-03 -0.900000000000000000D+01  0.914462521968454166D+04 -0.836386482300507724D+08
  0.112132766666268600D-03 -0.897499999999999964D+01  0.891886331886982043D+04 -0.795597189337976277D+08
  0.114971290975220095D-03 -0.894999999999999929D+01  0.869867549923316437D+04 -0.756797170284334123D+08
  0.117881666194461092D-03 -0.892500000000000071D+01  0.848392413621956075D+04 -0.719889408176909089D+08
  0.120865710896264140D-03 -0.890000000000000036D+01  0.827447500323645181D+04 -0.684781617599977255D+08
  0.123925289672736200D-03 -0.887500000000000000D+01  0.807019718775765614D+04 -0.651386013925373405D+08
  0.127062314299918202D-03 -0.884999999999999964D+01  0.787096300949858323D+04 -0.619619093806174695D+08
  0.130278744931306556D-03 -0.882499999999999929D+01  0.767664794061231169D+04 -0.589401426377355903D+08
  0.133576591321540259D-03 -0.880000000000000071D+01  0.748713052785515356D+04 -0.560657454638854563D+08
  0.136957914081016523D-03 -0.877500000000000036D+01  0.730229231667493059D+04 -0.533315306525660902D+08
  0.140424825962210298D-03 -0.875000000000000000D+01  0.712201777717253117D+04 -0.507306615192104131D+08
  0.143979493178504679D-03 -0.872499999999999964D+01  0.694619423189239387D+04 -0.482566348060254306D+08
  0.147624136756345378D-03 -0.869999999999999929D+01  0.677471178539529046D+04 -0.459032644207518548D+08
  0.151361033921565077D-03 -0.867500000000000071D+01  0.660746325556973352D+04 -0.436646659682413414D+08
  0.155192519520736856D-03 -0.865000000000000036D+01  0.644434410664041116D+04 -0.415352420366320834D+08
  0.159120987478439060D-03 -0.862500000000000000D+01  0.628525238382914904D+04 -0.395096682011119425D+08
  0.163148892291341160D-03 -0.859999999999999964D+01  0.613008864963017368D+04 -0.375828797100808918D+08
  0.167278750560035245D-03 -0.857499999999999929D+01  0.597875592165880062D+04 -0.357500588209068924D+08
  0.171513142559565643D-03 -0.855000000000000071D+01  0.583115961203372626D+04 -0.340066227532154024D+08
  0.175854713849635545D-03 -0.852500000000000036D+01  0.568720746825671085D+04 -0.323482122296218872D+08
  0.180306176925483356D-03 -0.850000000000000000D+01  0.554680951555183128D+04 -0.307706805754313990D+08
  0.184870312910463040D-03 -0.847499999999999964D+01  0.540987800062831411D+04 -0.292700833499186486D+08
  0.189549973291371662D-03 -0.844999999999999929D+01  0.527632733683196420D+04 -0.278426684833537564D+08
  0.194348081697605959D-03 -0.842500000000000071D+01  0.514607405065030071D+04 -0.264848668949464969D+08
  0.199267635725251590D-03 -0.840000000000000036D+01  0.501903672953942623D+04 -0.251932835684046000D+08
  0.204311708807232651D-03 -0.837500000000000000D+01  0.489513597103824213D+04 -0.239646890627993047D+08
  0.209483452130689225D-03 -0.834999999999999964D+01  0.477429433313934805D+04 -0.227960114373553693D+08
  0.214786096602766029D-03 -0.832499999999999929D+01  0.465643628588534739D+04 -0.216843285701291375D+08
  0.220222954866034122D-03 -0.830000000000000071D+01  0.454148816416010050D+04 -0.206268608512990549D+08
  0.225797423364796474D-03 -0.827500000000000036D+01  0.442937812164561910D+04 -0.196209642327949516D+08
  0.231512984463553472D-03 -0.825000000000000000D+01  0.432003608591584361D+04 -0.186641236169066578D+08
  0.237373208618948050D-03 -0.822499999999999964D+01  0.421339371463911175D+04 -0.177539465673468485D+08
  0.243381756606531827D-03 -0.819999999999999929D+01  0.410938435286186177D+04 -0.168881573270193860D+08
  0.249542381803732839D-03 -0.817500000000000071D+01  0.400794299134712401D+04 -0.160645911275169365D+08
  0.255858932530441839D-03 -0.815000000000000036D+01  0.390900622594176502D+04 -0.152811887761773728D+08
  0.262335354448658996D-03 -0.812500000000000000D+01  0.381251221794679577D+04 -0.145359915071367491D+08
  0.268975693022697028D-03 -0.809999999999999964D+01  0.371840065546615733D+04 -0.138271360835023075D+08
  0.275784096041455280D-03 -0.807499999999999929D+01  0.362661271570953249D+04 -0.131528501383463182D+08
  0.282764816204330650D-03 -0.805000000000000071D+01  0.353709102822663499D+04 -0.125114477429353744D+08
  0.289922213772361975D-03 -0.802500000000000036D+01  0.344977963904877197D+04 -0.119013251911871359D+08
  0.297260759286247791D-03 -0.800000000000000000D+01  0.336462397571529846D+04 -0.113209569896043614D+08
  0.304785036352922154D-03 -0.797499999999999964D+01  0.328157081316466883D+04 -0.107688920428151134D+08
  0.312499744502405246D-03 -0.794999999999999929D+01  0.320056824046673501D+04 -0.102437500252101235D+08
  0.320409702116699105D-03 -0.792499999999999982D+01  0.312156562837659931D+04 -0.974421792944601364D+07
  0.328519849432536181D-03 -0.790000000000000036D+01  0.304451359768997008D+04 -0.926904678331925347D+07
  0.336835251619833648D-03 -0.787500000000000000D+01  0.296936398837944762D+04 -0.881704852678033710D+07
  0.345361101937756551D-03 -0.784999999999999964D+01  0.289606982949289886D+04 -0.838709304123016819D+07
  0.354102724970338175D-03 -0.782499999999999929D+01  0.282458530979505849D+04 -0.797810532369890343D+07
  0.363065579943652544D-03 -0.779999999999999982D+01  0.275486574913407821D+04 -0.758906279884310812D+07
  0.372255264126586480D-03 -0.777500000000000036D+01  0.268686757051503446D+04 -0.721899276205321774D+07
  0.381677516317307022D-03 -0.775000000000000000D+01  0.262054827286275122D+04 -0.686696994725045189D+07
  0.391338220417574356D-03 -0.772499999999999964D+01  0.255586640445730336D+04 -0.653211421329469513D+07
  0.401243409097103816D-03 -0.769999999999999929D+01  0.249278153702535019D+04 -0.621358834323756024D+07
  0.411399267550232087D-03 -0.767499999999999982D+01  0.243125424047117076D+04 -0.591059595090544596D+07
  0.421812137347202763D-03 -0.765000000000000036D+01  0.237124605823156344D+04 -0.562237948958269879D+07
  0.432488520382440234D-03 -0.762500000000000000D+01  0.231271948323917240D+04 -0.534821835780372657D+07
  0.443435082922241555D-03 -0.759999999999999964D+01  0.225563793447943044D+04 -0.508742709752787463D+07
  0.454658659754377957D-03 -0.757499999999999929D+01  0.219996573412620501D+04 -0.483935368019654974D+07
  0.466166258442154188D-03 -0.754999999999999982D+01  0.214566808524198041D+04 -0.460337787637160160D+07
  0.477965063685542905D-03 -0.752500000000000036D+01  0.209271105002869854D+04 -0.437890970489375852D+07
  0.490062441792069275D-03 -0.750000000000000000D+01  0.204106152861544933D+04 -0.416538795767615503D+07
  0.502465945260194128D-03 -0.747499999999999964D+01  0.199068723836996651D+04 -0.396227879643235682D+07
  0.515183317478008730D-03 -0.744999999999999929D+01  0.194155669372105467D+04 -0.376907441785368416D+07
  0.528222497540119739D-03 -0.742499999999999982D+01  0.189363918647902074D+04 -0.358529178389352467D+07
  0.541591625185683834D-03 -0.740000000000000036D+01  0.184690476664192261D+04 -0.341047141395640932D+07
  0.555299045860613251D-03 -0.737500000000000000D+01  0.180132422367602931D+04 -0.324417623599841818D+07
  0.569353315907051259D-03 -0.734999999999999964D+01  0.175686906825827191D+04 -0.308599049367460888D+07
  0.583763207883303725D-03 -0.732499999999999929D+01  0.171351151446936251D+04 -0.293551870677046105D+07
  0.598537716017472315D-03 -0.729999999999999982D+01  0.167122446242676392D+04 -0.279238468233223539D+07
  0.613686061798131505D-03 -0.727500000000000036D+01  0.162998148134638950D+04 -0.265623057403277094D+07
  0.629217699705460296D-03 -0.725000000000000000D+01  0.158975679302247863D+04 -0.252671598740793485D+07
  0.645142323086333753D-03 -0.722499999999999964D+01  0.155052525571542128D+04 -0.240351712873154879D+07
  0.661469870176961011D-03 -0.719999999999999929D+01  0.151226234843732891D+04 -0.228632599540317757D+07
  0.678210530276743251D-03 -0.717499999999999982D+01  0.147494415562555923D+04 -0.217484960581391305D+07
  0.695374750077118377D-03 -0.715000000000000036D+01  0.143854735219481199D+04 -0.206880926677540643D+07
  0.712973240149243365D-03 -0.712500000000000000D+01  0.140304918895814308D+04 -0.196793987668167101D+07
  0.731016981594470984D-03 -0.709999999999999964D+01  0.136842747840791662D+04 -0.187198926264482085D+07
  0.749517232861669075D-03 -0.707499999999999929D+01  0.133466058084804672D+04 -0.178071754996606382D+07
  0.768485536735518835D-03 -0.704999999999999982D+01  0.130172739086838033D+04 -0.169389656236206298D+07
  0.787933727500055524D-03 -0.702500000000000036D+01  0.126960732415307371D+04 -0.161130925143062766D+07
  0.807873938281784268D-03 -0.700000000000000000D+01  0.123828030461484991D+04 -0.153274915394803043D+07
  0.828318608576836366D-03 -0.697499999999999964D+01  0.120772675184672971D+04 -0.145801987563706539D+07
  0.849280491966732326D-03 -0.695000000000000018D+01  0.117792756888361782D+04 -0.138693460010498506D+07
  0.870772664027425077D-03 -0.692499999999999982D+01  0.114886413026614377D+04 -0.131931562173566967D+07
  0.892808530436400676D-03 -0.689999999999999947D+01  0.112051827039905493D+04 -0.125499390136081306D+07
  0.915401835282763135D-03 -0.687500000000000000D+01  0.109287227219719398D+04 -0.119380864359839167D+07
  0.938566669585304790D-03 -0.684999999999999964D+01  0.106590885601176933D+04 -0.113560689481092105D+07
  0.962317480023714756D-03 -0.682500000000000018D+01  0.103961116882991564D+04 -0.108024316066594701D+07
  0.986669077888201445D-03 -0.679999999999999982D+01  0.101396277374109923D+04 -0.102757904234891222D+07
  0.101163664825290492D-02 -0.677499999999999947D+01  0.988947639663452605D+03 -0.977482890519935521D+06
  0.103723575937864510D-02 -0.675000000000000000D+01  0.964550131323856249D+03 -0.929829476143483073D+06
  0.106348237235065089D-02 -0.672499999999999964D+01  0.940754999485433700D+03 -0.884499677376470994D+06
  0.109039285095705648D-02 -0.670000000000000018D+01  0.917547371416198416D+03 -0.841380181725435657D+06
  0.111798397181412431D-02 -0.667499999999999982D+01  0.894912741593096484D+03 -0.800363202724681469D+06
  0.114627293474423258D-02 -0.664999999999999947D+01  0.872836962635701070D+03 -0.761346210437385598D+06
  0.117527737341286916D-02 -0.662500000000000000D+01  0.851306236463545815D+03 -0.724231675100327702D+06
  0.120501536623100281D-02 -0.659999999999999964D+01  0.830307105671881800D+03 -0.688926823267082451D+06
  0.123550544752932005D-02 -0.657500000000000018D+01  0.809826445120399967D+03 -0.655343405846772599D+06
  0.126676661901104501D-02 -0.654999999999999982D+01  0.789851453729566515D+03 -0.623397477455753717D+06
  0.129881836149012774D-02 -0.652499999999999947D+01  0.770369646479524363D+03 -0.593009186529215658D+06
  0.133168064692183513D-02 -0.650000000000000000D+01  0.751368846606548459D+03 -0.564102575668307720D+06
  0.136537395073287786D-02 -0.647499999999999964D+01  0.732837177992227112D+03 -0.536605391726787784D+06
  0.139991926445839909D-02 -0.645000000000000018D+01  0.714763057740413956D+03 -0.510448905158368754D+06
  0.143533810869335638D-02 -0.642499999999999982D+01  0.697135188937581916D+03 -0.485567738172556681D+06
  0.147165254636592423D-02 -0.639999999999999947D+01  0.679942553591922660D+03 -0.461899701274380903D+06
  0.150888519634081683D-02 -0.637500000000000000D+01  0.663174405746699676D+03 -0.439385637775583600D+06
  0.154705924736055385D-02 -0.634999999999999964D+01  0.646820264763642399D+03 -0.417969275886434363D+06
  0.158619847233288942D-02 -0.632500000000000018D+01  0.630869908772293229D+03 -0.397597088023045333D+06
  0.162632724297283706D-02 -0.629999999999999982D+01  0.615313368280944815D+03 -0.378218156977016712D+06
  0.166747054480790311D-02 -0.627499999999999947D+01  0.600140919945376481D+03 -0.359784048609308840D+06
  0.170965399255533284D-02 -0.625000000000000000D+01  0.585343080491506043D+03 -0.342248690754952608D+06
  0.175290384588041312D-02 -0.622499999999999964D+01  0.570910600787967041D+03 -0.325568258033115300D+06
  0.179724702554502191D-02 -0.619999999999999929D+01  0.556834460065137591D+03 -0.309701062273668940D+06
  0.184271112995590056D-02 -0.617499999999999982D+01  0.543105860276883504D+03 -0.294607448289526918D+06
  0.188932445212228401D-02 -0.614999999999999947D+01  0.529716220601442842D+03 -0.280249694731181313D+06
  0.193711599703276917D-02 -0.612500000000000000D+01  0.516657172078151689D+03 -0.266591919775565038D+06
  0.198611549946153343D-02 -0.609999999999999964D+01  0.503920552376607588D+03 -0.253599991415930795D+06
  0.203635344221421519D-02 -0.607499999999999929D+01  0.491498400694914153D+03 -0.241241442127027840D+06
  0.208786107482404702D-02 -0.604999999999999982D+01  0.479382952783882047D+03 -0.229485387689952855D+06
  0.214067043270905382D-02 -0.602499999999999947D+01  0.467566636094212640D+03 -0.218302449977256416D+06
  0.219481435680129490D-02 -0.600000000000000000D+01  0.456042065043369689D+03 -0.207664683505224937D+06
  0.225032651365957449D-02 -0.597499999999999964D+01  0.444802036399273959D+03 -0.197545505565130035D+06
  0.230724141607704328D-02 -0.594999999999999929D+01  0.433839524778166833D+03 -0.187919629763252626D+06
  0.236559444419557610D-02 -0.592499999999999982D+01  0.423147678253466438D+03 -0.178763002803594456D+06
  0.242542186713898744D-02 -0.589999999999999947D+01  0.412719814073052987D+03 -0.170052744351378031D+06
  0.248676086517739259D-02 -0.587500000000000000D+01  0.402549414482392081D+03 -0.161767089830176497D+06
  0.254964955243536023D-02 -0.584999999999999964D+01  0.392630122650705061D+03 -0.153885336009622726D+06
  0.261412700015672093D-02 -0.582499999999999929D+01  0.382955738697715447D+03 -0.146387789245583175D+06
  0.268023326053921755D-02 -0.579999999999999982D+01  0.373520215818558881D+03 -0.139255716244902578D+06
  0.274800939115245292D-02 -0.577499999999999947D+01  0.364317656504326180D+03 -0.132471297231940436D+06
  0.281749747995285260D-02 -0.575000000000000000D+01  0.355342308855907277D+03 -0.126017581398407288D+06
  0.288874067090976166D-02 -0.572499999999999964D+01  0.346588562988892136D+03 -0.119878444526078107D+06
  0.296178319025691998D-02 -0.569999999999999929D+01  0.338050947527196399D+03 -0.114038548676463164D+06
  0.303667037338407842D-02 -0.567499999999999982D+01  0.329724126183269163D+03 -0.108483303845890914D+06
  0.311344869238364737D-02 -0.564999999999999947D+01  0.321602894422760755D+03 -0.103198831491043413D+06
  0.319216578426767495D-02 -0.562500000000000000D+01  0.313682176211496540D+03 -0.981719298331771715D+05
  0.327287047987080302D-02 -0.559999999999999964D+01  0.305957020842806628D+03 -0.933900408543614176D+05
  0.335561283345505888D-02 -0.557499999999999929D+01  0.298422599843154899D+03 -0.888412189032679307D+05
  0.344044415303282249D-02 -0.554999999999999982D+01  0.291074203954209224D+03 -0.845141008319920220D+05
  0.352741703142451244D-02 -0.552499999999999947D+01  0.283907240189390905D+03 -0.803978775895485014D+05
  0.361658537806794746D-02 -0.550000000000000000D+01  0.276917228963094658D+03 -0.764822672002926702D+05
  0.370800445159670056D-02 -0.547499999999999964D+01  0.270099801290821347D+03 -0.727574890602325613D+05
  0.380173089320501659D-02 -0.544999999999999929D+01  0.263450696058425706D+03 -0.692142394872134173D+05
  0.389782276081734186D-02 -0.542499999999999982D+01  0.256965757358757969D+03 -0.658436684632110992D+05
  0.399633956408083045D-02 -0.539999999999999947D+01  0.250640931894092773D+03 -0.626373575106445132D+05
  0.409734230019944204D-02 -0.537500000000000000D+01  0.244472266442713703D+03 -0.595872986480803665D+05
  0.420089349062884986D-02 -0.534999999999999964D+01  0.238455905387986320D+03 -0.566858743721330320D+05
  0.430705721865150791D-02 -0.532499999999999929D+01  0.232588088308475506D+03 -0.539258386151819068D+05
  0.441589916785177245D-02 -0.529999999999999982D+01  0.226865147627592421D+03 -0.513002986322079087D+05
  0.452748666151125273D-02 -0.527499999999999947D+01  0.221283506321212485D+03 -0.488026977710144201D+05
  0.464188870294500368D-02 -0.525000000000000000D+01  0.215839675681912354D+03 -0.464267990823055734D+05
  0.475917601679956646D-02 -0.522499999999999964D+01  0.210530253138434375D+03 -0.441666697292805911D+05
  0.487942109133416343D-02 -0.519999999999999929D+01  0.205351920128965617D+03 -0.420166661576696642D+05
  0.500269822170688189D-02 -0.517499999999999982D+01  0.200301440026921568D+03 -0.399714199888393705D+05
  0.512908355428801348D-02 -0.514999999999999947D+01  0.195375656117951337D+03 -0.380258246008581045D+05
  0.525865513202301155D-02 -0.512500000000000000D+01  0.190571489626891719D+03 -0.361750223640355689D+05
  0.539149294086819705D-02 -0.509999999999999964D+01  0.185885937793426677D+03 -0.344143924988871149D+05
  0.552767895732239785D-02 -0.507499999999999929D+01  0.181316071995277781D+03 -0.327395395263136379D+05
  0.566729719707842906D-02 -0.504999999999999982D+01  0.176859035917704659D+03 -0.311462822810072867D+05
  0.581043376481856378D-02 -0.502499999999999947D+01  0.172512043768223691D+03 -0.296306434605779723D+05
  0.595717690517847624D-02 -0.500000000000000000D+01  0.168272378535399127D+03 -0.281888396844353701D+05
  0.610761705490483250D-02 -0.497499999999999964D+01  0.164137390290619550D+03 -0.268172720374396595D+05
  0.626184689623172138D-02 -0.494999999999999929D+01  0.160104494531805983D+03 -0.255125170746959338D+05
  0.641996141150190814D-02 -0.492499999999999982D+01  0.156171170568014219D+03 -0.242713182650077215D+05
  0.658205793905901771D-02 -0.489999999999999947D+01  0.152334959943925185D+03 -0.230905778516259816D+05
  0.674823623043724775D-02 -0.487500000000000000D+01  0.148593464903232586D+03 -0.219673491099717794D+05
  0.691859850887572257D-02 -0.484999999999999964D+01  0.144944346889955000D+03 -0.208988289828469060D+05
  0.709324952918480994D-02 -0.482499999999999929D+01  0.141385325086773832D+03 -0.198823510747865803D+05
  0.727229663899221692D-02 -0.479999999999999982D+01  0.137914174989452505D+03 -0.189153789881612247D+05
  0.745584984139716425D-02 -0.477499999999999947D+01  0.134528727016437330D+03 -0.179954999841749741D+05
  0.764402185906103669D-02 -0.475000000000000000D+01  0.131226865152808557D+03 -0.171204189530031290D+05
  0.783692819976370900D-02 -0.472499999999999964D+01  0.128006525627691929D+03 -0.162879526779689459D+05
  0.803468722345467186D-02 -0.469999999999999929D+01  0.124865695624352611D+03 -0.154960243794618764D+05
  0.823742021082876814D-02 -0.467499999999999982D+01  0.121802412022107276D+03 -0.147426585249679883D+05
  0.844525143345668979D-02 -0.464999999999999947D+01  0.118814760169306993D+03 -0.140259758920797594D+05
  0.865830822550039611D-02 -0.462500000000000000D+01  0.115900872686633363D+03 -0.133441888723508036D+05
  0.887672105704450688D-02 -0.459999999999999964D+01  0.113058928299913745D+03 -0.126955970041637083D+05
  0.910062360907449609D-02 -0.457499999999999929D+01  0.110287150701770372D+03 -0.120785827233885793D+05
  0.933015285013324112D-02 -0.454999999999999982D+01  0.107583807441370396D+03 -0.114916073212852643D+05
  0.956544911468758946D-02 -0.452499999999999947D+01  0.104947208841593579D+03 -0.109332070995331178D+05
  0.980665618323676470D-02 -0.450000000000000000D+01  0.102375706942925888D+03 -0.104019897127682489D+05
  0.100539213641951744D-01 -0.447499999999999964D+01  0.998676944734285001D+02 -0.989663068943483268D+04
  0.103073955775817502D-01 -0.444999999999999929D+01  0.974216038441495300D+02 -0.941587012232432608D+04
  0.105672334405488202D-01 -0.442499999999999982D+01  0.950359061693272622D+02 -0.895850952051164495D+04
  0.108335933547833527D-01 -0.439999999999999947D+01  0.927091103107879348D+02 -0.852340881478632218D+04
  0.111066375958135954D-01 -0.437500000000000000D+01  0.904397619459366098D+02 -0.810948350911894522D+04
  0.113865324042546293D-01 -0.434999999999999964D+01  0.882264426587580601D+02 -0.771570197102068414D+04
  0.116734480790259745D-01 -0.432499999999999929D+01  0.860677690532680941D+02 -0.734108285405473634D+04
  0.119675590725749608D-01 -0.429999999999999982D+01  0.839623918888429728D+02 -0.698469264603896227D+04
  0.122690440881394885D-01 -0.427499999999999947D+01  0.819089952369014327D+02 -0.664564333679035735D+04
  0.125780861790835679D-01 -0.425000000000000000D+01  0.799062956584086805D+02 -0.632309019960551905D+04
  0.128948728503397048D-01 -0.422499999999999964D+01  0.779530414016870168D+02 -0.601622968092203882D+04
  0.132195961619912816D-01 -0.419999999999999929D+01  0.760480116200344582D+02 -0.572429739289862482D+04
  0.135524528350289050D-01 -0.417499999999999982D+01  0.741900156086524589D+02 -0.544656620386920622D+04
  0.138936443593139745D-01 -0.414999999999999947D+01  0.723778920604234060D+02 -0.518234442190930895D+04
