        4436
  0.443435082922241555D-03  0.299946939372734800D+01 -0.119633638197309344D+01  0.110573062135359335D+01
  0.454658659754377957D-03  0.299945596662282199D+01 -0.119632397204303897D+01  0.110569240310760852D+01
  0.466166258442154188D-03  0.299944219987894511D+01 -0.119631124828770030D+01  0.110568891586670137D+01
  0.477965063685542905D-03  0.299942808491151780D+01 -0.119629820240879803D+01  0.110568084164474145D+01
  0.490062441792069275D-03  0.299941361291973108D+01 -0.119628482673978231D+01  0.110565289553424662D+01
  0.502465945260194128D-03  0.299939877488072115D+01 -0.119627111294239019D+01  0.110562987573830807D+01
  0.515183317478008730D-03  0.299938356154399521D+01 -0.119625705235198865D+01  0.110561517820631727D+01
  0.528222497540119739D-03  0.299936796342570267D+01 -0.119624263610903903D+01  0.110560474415389876D+01
  0.541591625185683834D-03  0.299935197080277582D+01 -0.119622785520331165D+01  0.110558831292210158D+01
  0.555299045860613251D-03  0.299933557370691029D+01 -0.119621270059756979D+01  0.110556818040057014D+01
  0.569353315907051259D-03  0.299931876191840585D+01 -0.119619716276439192D+01  0.110553889145095963D+01
  0.583763207883303725D-03  0.299930152495985558D+01 -0.119618123236680574D+01  0.110550535416924989D+01
  0.598537716017472315D-03  0.299928385208965631D+01 -0.119616489925848901D+01  0.110549769856953750D+01
  0.613686061798131505D-03  0.299926573229540816D+01 -0.119614815271873454D+01  0.110548880718506815D+01
  0.629217699705460296D-03  0.299924715428709199D+01 -0.119613098288530795D+01  0.110545438638054483D+01
  0.645142323086333753D-03  0.299922810649009142D+01 -0.119611337926471428D+01  0.110542471454048163D+01
  0.661469870176961011D-03  0.299920857703807142D+01 -0.119609533054272443D+01  0.110540613563011947D+01
  0.678210530276743251D-03  0.299918855376565618D+01 -0.119607682546941874D+01  0.110538402504819278D+01
  0.695374750077118377D-03  0.299916802420092043D+01 -0.119605785263555298D+01  0.110535892989540230D+01
  0.712973240149243365D-03  0.299914697555770537D+01 -0.119603840020295293D+01  0.110533504067012966D+01
  0.731016981594470984D-03  0.299912539472774142D+01 -0.119601845603331225D+01  0.110530545280574244D+01
  0.749517232861669075D-03  0.299910326827257334D+01 -0.119599800793673361D+01  0.110527755556610741D+01
  0.768485536735518835D-03  0.299908058241527753D+01 -0.119597704288493256D+01  0.110525379775854393D+01
  0.787933727500055524D-03  0.299905732303201100D+01 -0.119595554796676407D+01  0.110522531725874895D+01
  0.807873938281784268D-03  0.299903347564327660D+01 -0.119593350983355662D+01  0.110519760609486228D+01
  0.828318608576836366D-03  0.299900902540506875D+01 -0.119591091469945288D+01  0.110516355879426476D+01
  0.849280491966732326D-03  0.299898395709970078D+01 -0.119588774883019489D+01  0.110513003723286207D+01
  0.870772664027425077D-03  0.299895825512648617D+01 -0.119586399745420735D+01  0.110510546560557632D+01
  0.892808530436400676D-03  0.299893190349215244D+01 -0.119583964576353141D+01  0.110507425811784299D+01
  0.915401835282763135D-03  0.299890488580101344D+01 -0.119581467891656601D+01  0.110504074928547547D+01
  0.938566669585304790D-03  0.299887718524490188D+01 -0.119578908116336780D+01  0.110500810049934239D+01
  0.962317480023714756D-03  0.299884878459288995D+01 -0.119576283675980366D+01  0.110496875843029452D+01
  0.986669077888201445D-03  0.299881966618067652D+01 -0.119573592951763663D+01  0.110493357092301547D+01
  0.101163664825290492D-02  0.299878981189981486D+01 -0.119570834236384327D+01  0.110490201652066977D+01
  0.103723575937864510D-02  0.299875920318659261D+01 -0.119568005830029089D+01  0.110486533713491464D+01
  0.106348237235065089D-02  0.299872782101067425D+01 -0.119565105983287912D+01  0.110482420830500505D+01
  0.109039285095705648D-02  0.299869564586345483D+01 -0.119562132907319074D+01  0.110478466700539446D+01
  0.111798397181412431D-02  0.299866265774613128D+01 -0.119559084731349241D+01  0.110474694398539741D+01
  0.114627293474423258D-02  0.299862883615750020D+01 -0.119555959573539017D+01  0.110470542106605141D+01
  0.117527737341286916D-02  0.299859416008139679D+01 -0.119552755499751706D+01  0.110466200635875245D+01
  0.120501536623100281D-02  0.299855860797390861D+01 -0.119549470521926238D+01  0.110462015246847245D+01
  0.123550544752932005D-02  0.299852215775019193D+01 -0.119546102586807801D+01  0.110457786892942478D+01
  0.126676661901104501D-02  0.299848478677105845D+01 -0.119542649616931462D+01  0.110453049095654610D+01
  0.129881836149012774D-02  0.299844647182911261D+01 -0.119539109484390504D+01  0.110448468220993057D+01
  0.133168064692183513D-02  0.299840718913468951D+01 -0.119535479963668911D+01  0.110443738032574590D+01
  0.136537395073287786D-02  0.299836691430133762D+01 -0.119531758838529600D+01  0.110438688517621575D+01
  0.139991926445839909D-02  0.299832562233099065D+01 -0.119527943782286505D+01  0.110433843500141249D+01
  0.143533810869335638D-02  0.299828328759881346D+01 -0.119524032429794813D+01  0.110428687426505334D+01
  0.147165254636592423D-02  0.299823988383759366D+01 -0.119520022372548418D+01  0.110423390938275467D+01
  0.150888519634081683D-02  0.299819538412184272D+01 -0.119515911113357376D+01  0.110418048478792841D+01
  0.154705924736055385D-02  0.299814976085145224D+01 -0.119511696114377575D+01  0.110412567639615178D+01
  0.158619847233288942D-02  0.299810298573497747D+01 -0.119507374758671681D+01  0.110406940090157324D+01
  0.162632724297283706D-02  0.299805502977251948D+01 -0.119502944380408049D+01  0.110401036622916049D+01
  0.166747054480790311D-02  0.299800586323816454D+01 -0.119498402240665547D+01  0.110395047689635550D+01
  0.170965399255533284D-02  0.299795545566204602D+01 -0.119493745523022987D+01  0.110389019006058531D+01
  0.175290384588041312D-02  0.299790377581192802D+01 -0.119488971345611317D+01  0.110382818258002779D+01
  0.179724702554502191D-02  0.299785079167437996D+01 -0.119484076760637814D+01  0.110376378233588368D+01
  0.184271112995590056D-02  0.299779647043546049D+01 -0.119479058746531619D+01  0.110369767993975998D+01
  0.188932445212228401D-02  0.299774077846098042D+01 -0.119473914200257281D+01  0.110362995268226949D+01
  0.193711599703276917D-02  0.299768368127625262D+01 -0.119468639946687993D+01  0.110356114941797734D+01
  0.198611549946153343D-02  0.299762514354538601D+01 -0.119463232720465706D+01  0.110349030273161608D+01
  0.203635344221421519D-02  0.299756512905006911D+01 -0.119457689195360617D+01  0.110341769849682203D+01
  0.208786107482404702D-02  0.299750360066783017D+01 -0.119452005938195205D+01  0.110334409602389538D+01
  0.214067043270905382D-02  0.299744052034983932D+01 -0.119446179446678724D+01  0.110326709758954333D+01
  0.219481435680129490D-02  0.299737584909807842D+01 -0.119440206139773819D+01  0.110318865548341360D+01
  0.225032651365957449D-02  0.299730954694208007D+01 -0.119434082317550283D+01  0.110310901278995876D+01
  0.230724141607704328D-02  0.299724157291504101D+01 -0.119427804215252054D+01  0.110302600035082721D+01
  0.236559444419557610D-02  0.299717188502938159D+01 -0.119421367971190495D+01  0.110294177691374351D+01
  0.242542186713898744D-02  0.299710044025174627D+01 -0.119414769605768534D+01  0.110285620916367710D+01
  0.248676086517739259D-02  0.299702719447741650D+01 -0.119408005063810974D+01  0.110276719340728135D+01
  0.254964955243536023D-02  0.299695210250406330D+01 -0.119401070191218528D+01  0.110267602515545660D+01
  0.261412700015672093D-02  0.299687511800496420D+01 -0.119393960712736424D+01  0.110258334754651877D+01
  0.268023326053921755D-02  0.299679619350153237D+01 -0.119386672256657755D+01  0.110248793233437348D+01
  0.274800939115245292D-02  0.299671528033522705D+01 -0.119379200348793590D+01  0.110238991589972324D+01
  0.281749747995285260D-02  0.299663232863878415D+01 -0.119371540396004416D+01  0.110228974798110091D+01
  0.288874067090976166D-02  0.299654728730681708D+01 -0.119363687692994591D+01  0.110218676304716467D+01
  0.296178319025691998D-02  0.299646010396567686D+01 -0.119355637425420680D+01  0.110208124619800985D+01
  0.303667037338407842D-02  0.299637072494265988D+01 -0.119347384647720745D+01  0.110197343586601715D+01
  0.311344869238364737D-02  0.299627909523448066D+01 -0.119338924300302396D+01  0.110186266173738456D+01
  0.319216578426767495D-02  0.299618515847500699D+01 -0.119330251199874904D+01  0.110174909087775452D+01
  0.327287047987080302D-02  0.299608885690226856D+01 -0.119321360030772006D+01  0.110163279298752137D+01
  0.335561283345505888D-02  0.299599013132469683D+01 -0.119312245348942225D+01  0.110151337807910310D+01
  0.344044415303282249D-02  0.299588892108658822D+01 -0.119302901579137588D+01  0.110139075192744684D+01
  0.352741703142451244D-02  0.299578516403277728D+01 -0.119293323006760610D+01  0.110126558020626275D+01
  0.361658537806794746D-02  0.299567879647251090D+01 -0.119283503766148291D+01  0.110113741100964235D+01
  0.370800445159670056D-02  0.299556975314250806D+01 -0.119273437864979126D+01  0.110100529367281097D+01
  0.380173089320501659D-02  0.299545796716912305D+01 -0.119263119162387943D+01  0.110087018461272579D+01
  0.389782276081734186D-02  0.299534337002974427D+01 -0.119252541349371333D+01  0.110073205420956510D+01
  0.399633956408083045D-02  0.299522589151326013D+01 -0.119241697979168859D+01  0.110058991308002474D+01
  0.409734230019944204D-02  0.299510545967963493D+01 -0.119230582448041811D+01  0.110044423067774644D+01
  0.420089349062884986D-02  0.299498200081860899D+01 -0.119219187979090302D+01  0.110029541122701469D+01
  0.430705721865150791D-02  0.299485543940747201D+01 -0.119207507631451315D+01  0.110014279203346321D+01
  0.441589916785177245D-02  0.299472569806787581D+01 -0.119195534305213302D+01  0.109998588982649514D+01
  0.452748666151125273D-02  0.299459269752169144D+01 -0.119183260725596374D+01  0.109982507167075072D+01
  0.464188870294500368D-02  0.299445635654591458D+01 -0.119170679432434756D+01  0.109966057427071595D+01
  0.475917601679956646D-02  0.299431659192657085D+01 -0.119157782784649902D+01  0.109949200460158458D+01
  0.487942109133416343D-02  0.299417331841160106D+01 -0.119144562961501421D+01  0.109931902605770748D+01
  0.500269822170688189D-02  0.299402644866271572D+01 -0.119131011951897969D+01  0.109914167940002327D+01
  0.512908355428801348D-02  0.299387589320622149D+01 -0.119117121547515614D+01  0.109895995154856263D+01
  0.525865513202301155D-02  0.299372156038277293D+01 -0.119102883341828925D+01  0.109877368250999430D+01
  0.539149294086819705D-02  0.299356335629604597D+01 -0.119088288725510982D+01  0.109858283511381627D+01
  0.552767895732239785D-02  0.299340118476030881D+01 -0.119073328878487428D+01  0.109838727710115203D+01
  0.566729719707842906D-02  0.299323494724688777D+01 -0.119057994770890896D+01  0.109818665754225675D+01
  0.581043376481856378D-02  0.299306454282946977D+01 -0.119042277158545629D+01  0.109798100023688283D+01
  0.595717690517847624D-02  0.299288986812827851D+01 -0.119026166567228131D+01  0.109777035807681989D+01
  0.610761705490483250D-02  0.299271081725308319D+01 -0.119009653297280060D+01  0.109755453066077902D+01
  0.626184689623172138D-02  0.299252728174498772D+01 -0.118992727415716670D+01  0.109733322516052678D+01
  0.641996141150190814D-02  0.299233915051705290D+01 -0.118975378756801842D+01  0.109710629473136856D+01
  0.658205793905901771D-02  0.299214630979363561D+01 -0.118957596906376506D+01  0.109687389747928288D+01
  0.674823623043724775D-02  0.299194864304857955D+01 -0.118939371196773624D+01  0.109663570382719655D+01
  0.691859850887572257D-02  0.299174603094205338D+01 -0.118920690716389288D+01  0.109639144967138291D+01
  0.709324952918480994D-02  0.299153835125615952D+01 -0.118901544286709626D+01  0.109614116451917143D+01
  0.727229663899221692D-02  0.299132547882926181D+01 -0.118881920464053570D+01  0.109588467178894167D+01
  0.745584984139716425D-02  0.299110728548896976D+01 -0.118861807532792518D+01  0.109562184730964596D+01
  0.764402185906103669D-02  0.299088363998383855D+01 -0.118841193498256836D+01  0.109535251874961403D+01
  0.783692819976370900D-02  0.299065440791369364D+01 -0.118820066083363640D+01  0.109507645526083408D+01
  0.803468722345467186D-02  0.299041945165862799D+01 -0.118798412721825963D+01  0.109479351022504812D+01
  0.823742021082876814D-02  0.299017863030660491D+01 -0.118776220549131106D+01  0.109450358224686006D+01
  0.844525143345668979D-02  0.298993179957971522D+01 -0.118753476396770941D+01  0.109420648044899638D+01
  0.865830822550039611D-02  0.298967881175899874D+01 -0.118730166788391767D+01  0.109390201009823418D+01
  0.887672105704450688D-02  0.298941951560788688D+01 -0.118706277930450232D+01  0.109358996814552700D+01
  0.910062360907449609D-02  0.298915375629420543D+01 -0.118681795708477633D+01  0.109327024128872741D+01
  0.933015285013324112D-02  0.298888137531075238D+01 -0.118656705672894214D+01  0.109294265630864595D+01
  0.956544911468758946D-02  0.298860221039446028D+01 -0.118630993041816080D+01  0.109260687998001105D+01
  0.980665618323676470D-02  0.298831609544403642D+01 -0.118604642691351891D+01  0.109226283432674842D+01
  0.100539213641951744D-01  0.298802286043622667D+01 -0.118577639138899382D+01  0.109191035916657664D+01
  0.103073955775817502D-01  0.298772233134057430D+01 -0.118549966548927888D+01  0.109154913442459733D+01
  0.105672334405488202D-01  0.298741433003268231D+01 -0.118521608719979632D+01  0.109117899664185414D+01
  0.108335933547833527D-01  0.298709867420604880D+01 -0.118492549074837861D+01  0.109079978025827717D+01
  0.111066375958135954D-01  0.298677517728238229D+01 -0.118462770654851135D+01  0.109041121093850513D+01
  0.113865324042546293D-01  0.298644364832046483D+01 -0.118432256115713930D+01  0.109001304814820732D+01
  0.116734480790259745D-01  0.298610389192348036D+01 -0.118400987714066863D+01  0.108960514633011707D+01
  0.119675590725749608D-01  0.298575570814494418D+01 -0.118368947299432836D+01  0.108918721667929130D+01
  0.122690440881394885D-01  0.298539889239307010D+01 -0.118336116314102835D+01  0.108875899607095761D+01
  0.125780861790835679D-01  0.298503323533370146D+01 -0.118302475775235560D+01  0.108832030308120098D+01
  0.128948728503397048D-01  0.298465852279179300D+01 -0.118268006271215165D+01  0.108787084547377133D+01
  0.132195961619912816D-01  0.298427453565138867D+01 -0.118232687955013849D+01  0.108741038416984726D+01
  0.135524528350289050D-01  0.298388104975418722D+01 -0.118196500530346182D+01  0.108693868443065522D+01
  0.138936443593139745D-01  0.298347783579667292D+01 -0.118159423247881401D+01  0.108645541201097706D+01
  0.142433771037826541D-01  0.298306465922579944D+01 -0.118121434898134448D+01  0.108596033198775088D+01
  0.146018624289236468D-01  0.298264128013329266D+01 -0.118082513794139565D+01  0.108545322504450636D+01
  0.149693168015623129D-01  0.298220745314861846D+01 -0.118042637769666703D+01  0.108493372875403860D+01
  0.153459619119837940D-01  0.298176292733050685D+01 -0.118001784173087820D+01  0.108440155418669670D+01
  0.157320247934274147D-01  0.298130744605722198D+01 -0.117959929850090717D+01  0.108385645096422145D+01
  0.161277379439837762D-01  0.298084074691552781D+01 -0.117917051139716245D+01  0.108329810053944398D+01
