        4436
  0.159120987478439060D-03  0.577169982442469510D-02  0.241814580098793783D+02 -0.506622133089745039D+05
  0.163148892291341160D-03  0.586869462762968763D-02  0.239807959478654169D+02 -0.490014140446201345D+05
  0.167278750560035245D-03  0.596731928980654205D-02  0.237817993346702252D+02 -0.473950613954677174D+05
  0.171513142559565643D-03  0.606760119150695498D-02  0.235844543527289261D+02 -0.458413703987232293D+05
  0.175854713849635545D-03  0.616956817296404007D-02  0.233887472991908965D+02 -0.443386146068289454D+05
  0.180306176925483356D-03  0.627324854179697917D-02  0.231946645849926441D+02 -0.428851241707823792D+05
  0.184870312910463040D-03  0.637867108084486621D-02  0.230021927338998751D+02 -0.414792839889384413D+05
  0.189549973291371662D-03  0.648586505613060315D-02  0.228113183815574807D+02 -0.401195319067779783D+05
  0.194348081697605959D-03  0.659486022495820671D-02  0.226220282745963317D+02 -0.388043569838300755D+05
  0.199267635725251590D-03  0.670568684414504356D-02  0.224343092696723616D+02 -0.375322978144675362D+05
  0.204311708807232651D-03  0.681837567839108961D-02  0.222481483325923115D+02 -0.363019409023428816D+05
  0.209483452130689225D-03  0.693295800878843734D-02  0.220635325373824109D+02 -0.351119190927194140D+05
  0.214786096602766029D-03  0.704946564147176762D-02  0.218804490654003239D+02 -0.339609100501034263D+05
  0.220222954866034122D-03  0.716793091641400922D-02  0.216988852044500931D+02 -0.328476347911079647D+05
  0.225797423364796474D-03  0.728838671636767698D-02  0.215188283478856555D+02 -0.317708562612451788D+05
  0.231512984463553472D-03  0.741086647595593818D-02  0.213402659937625572D+02 -0.307293779625908646D+05
  0.237373208618948050D-03  0.753540419091466591D-02  0.211631857439297590D+02 -0.297220426233553408D+05
  0.243381756606531827D-03  0.766203442748847590D-02  0.209875753032061851D+02 -0.287477309094171869D+05
  0.249542381803732839D-03  0.779079233198355647D-02  0.208134224785151787D+02 -0.278053601850105406D+05
  0.255858932530441839D-03  0.792171364047909721D-02  0.206407151780229370D+02 -0.268938833068752792D+05
  0.262335354448658996D-03  0.805483468870054481D-02  0.204694414103200586D+02 -0.260122874605018515D+05
  0.268975693022697028D-03  0.819019242205720061D-02  0.202995892835758909D+02 -0.251595930353283729D+05
  0.275784096041455280D-03  0.832782440584661256D-02  0.201311470047269978D+02 -0.243348525364093039D+05
  0.282764816204330650D-03  0.846776883562901789D-02  0.199641028786415369D+02 -0.235371495316340406D+05
  0.289922213772361975D-03  0.861006454777370200D-02  0.197984453073205486D+02 -0.227655976327857643D+05
  0.297260759286247791D-03  0.875475103018136941D-02  0.196341627890832910D+02 -0.220193395116035827D+05
  0.304785036352922154D-03  0.890186843318385018D-02  0.194712439177675378D+02 -0.212975459449627306D+05
  0.312499744502405246D-03  0.905145758062569916D-02  0.193096773819597161D+02 -0.205994148949924711D+05
  0.320409702116699105D-03  0.920355998112928897D-02  0.191494519641858503D+02 -0.199241706193919417D+05
  0.328519849432536181D-03  0.935821783954714909D-02  0.189905565401305410D+02 -0.192710628063908589D+05
  0.336835251619833648D-03  0.951547406860405592D-02  0.188329800778872354D+02 -0.186393657418655966D+05
  0.345361101937756551D-03  0.967537230073294528D-02  0.186767116371772808D+02 -0.180283775044556824D+05
  0.354102724970338175D-03  0.983795690010623100D-02  0.185217403685879844D+02 -0.174374191838755723D+05
  0.363065579943652544D-03  0.100032729748674720D-01  0.183680555128322212D+02 -0.168658341275183775D+05
  0.372255264126586480D-03  0.101713663895650879D-01  0.182156463999813347D+02 -0.163129872099160366D+05
  0.381677516317307022D-03  0.103422837777923955D-01  0.180645024487533234D+02 -0.157782641275312708D+05
  0.391338220417574356D-03  0.105160725550371738D-01  0.179146131657472907D+02 -0.152610707167692944D+05
  0.401243409097103816D-03  0.106927809317432076D-01  0.177659681447326392D+02 -0.147608322917292044D+05
  0.411399267550232087D-03  0.108724579265890818D-01  0.176185570659333912D+02 -0.142769930078916950D+05
  0.421812137347202763D-03  0.110551533799856539D-01  0.174723696952853516D+02 -0.138090152432734540D+05
  0.432488520382440234D-03  0.112409179677971788D-01  0.173273958837559476D+02 -0.133563790006388663D+05
  0.443435082922241555D-03  0.114298032152893459D-01  0.171836255666205133D+02 -0.129185813313610870D+05
  0.454658659754377957D-03  0.116218615113072490D-01  0.170410487627587628D+02 -0.124951357745216719D+05
  0.466166258442154188D-03  0.118171461226878882D-01  0.168996555739856404D+02 -0.120855718169209158D+05
  0.477965063685542905D-03  0.120157112089106961D-01  0.167594361843476385D+02 -0.116894343714976221D+05
  0.490062441792069275D-03  0.122176118369892676D-01  0.166203808594366507D+02 -0.113062832704521043D+05
  0.502465945260194128D-03  0.124229039966090374D-01  0.164824799457238029D+02 -0.109356927760432191D+05
  0.515183317478008730D-03  0.126316446155143383D-01  0.163457238698869887D+02 -0.105772511079130254D+05
  0.528222497540119739D-03  0.128438915751489923D-01  0.162101031381465290D+02 -0.102305599856023891D+05
  0.541591625185683834D-03  0.130597037265543971D-01  0.160756083356010322D+02 -0.989523418573353229D+04
  0.555299045860613251D-03  0.132791409065291643D-01  0.159422301255802452D+02 -0.957090111395150416D+04
  0.569353315907051259D-03  0.135022639540547038D-01  0.158099592489916105D+02 -0.925720039135402476D+04
  0.583763207883303725D-03  0.137291347269905377D-01  0.156787865236711230D+02 -0.895378345306178744D+04
  0.598537716017472315D-03  0.139598161190440089D-01  0.155487028437678845D+02 -0.866031316124860314D+04
  0.613686061798131505D-03  0.141943720770191066D-01  0.154196991790960745D+02 -0.837646343174818685D+04
  0.629217699705460296D-03  0.144328676183473562D-01  0.152917665744934155D+02 -0.810191887033991952D+04
  0.645142323086333753D-03  0.146753688489066596D-01  0.151648961492231233D+02 -0.783637442199226643D+04
  0.661469870176961011D-03  0.149219429811323946D-01  0.150390790963523777D+02 -0.757953503304329479D+04
  0.678210530276743251D-03  0.151726583524247147D-01  0.149143066821289594D+02 -0.733111532286840793D+04
  0.695374750077118377D-03  0.154275844438571154D-01  0.147905702453838792D+02 -0.709083926643368977D+04
  0.712973240149243365D-03  0.156867918991911784D-01  0.146678611969288522D+02 -0.685843988800320039D+04
  0.731016981594470984D-03  0.159503525442017506D-01  0.145461710189548583D+02 -0.663365896451495792D+04
  0.749517232861669075D-03  0.162183394063178873D-01  0.144254912644373086D+02 -0.641624673803417954D+04
  0.768485536735518835D-03  0.164908267345838765D-01  0.143058135565664486D+02 -0.620596163870178316D+04
  0.787933727500055524D-03  0.167678900199467913D-01  0.141871295881448596D+02 -0.600257001657204091D+04
  0.807873938281784268D-03  0.170496060158726800D-01  0.140694311210172422D+02 -0.580584588133918260D+04
  0.828318608576836366D-03  0.173360527593003771D-01  0.139527099855012118D+02 -0.561557065168229565D+04
  0.849280491966732326D-03  0.176273095919341760D-01  0.138369580798084577D+02 -0.543153291201018601D+04
  0.870772664027425077D-03  0.179234571818840359D-01  0.137221673695000383D+02 -0.525352817767538545D+04
  0.892808530436400676D-03  0.182245775456561544D-01  0.136083298869109228D+02 -0.508135866821584204D+04
  0.915401835282763135D-03  0.185307540705004874D-01  0.134954377305945741D+02 -0.491483308680009941D+04
  0.938566669585304790D-03  0.188420715371200378D-01  0.133834830647899441D+02 -0.475376640810534263D+04
  0.962317480023714756D-03  0.191586161427487016D-01  0.132724581188554183D+02 -0.459797967283249091D+04
  0.986669077888201445D-03  0.194804755246004400D-01  0.131623551867394930D+02 -0.444729978824284626D+04
  0.101163664825290492D-02  0.198077387836996001D-01  0.130531666264516062D+02 -0.430155933649816870D+04
  0.103723575937864510D-02  0.201404965090936847D-01  0.129448848595092691D+02 -0.416059638839574473D+04
  0.106348237235065089D-02  0.204788408024575673D-01  0.128375023704285276D+02 -0.402425432325539214D+04
  0.109039285095705648D-02  0.208228653030933693D-01  0.127310117061878714D+02 -0.389238165506172027D+04
  0.111798397181412431D-02  0.211726652133322757D-01  0.126254054757188250D+02 -0.376483186401804141D+04
  0.114627293474423258D-02  0.215283373243449518D-01  0.125206763493837769D+02 -0.364146323386928543D+04
  0.117527737341286916D-02  0.218899800423648164D-01  0.124168170584678812D+02 -0.352213869433933087D+04
  0.120501536623100281D-02  0.222576934153329818D-01  0.123138203946694365D+02 -0.340672566874555332D+04
  0.123550544752932005D-02  0.226315791599676075D-01  0.122116792096046005D+02 -0.329509592684144627D+04
  0.126676661901104501D-02  0.230117406892681835D-01  0.121103864142960553D+02 -0.318712544237597376D+04
  0.129881836149012774D-02  0.233982831404554240D-01  0.120099349786824412D+02 -0.308269425487150693D+04
  0.133168064692183513D-02  0.237913134033597880D-01  0.119103179311399856D+02 -0.298168633674527518D+04
  0.136537395073287786D-02  0.241909401492590194D-01  0.118115283579733088D+02 -0.288398946426337170D+04
  0.139991926445839909D-02  0.245972738601747641D-01  0.117135594029525123D+02 -0.278949509271195529D+04
  0.143533810869335638D-02  0.250104268586342736D-01  0.116164042668191225D+02 -0.269809823601303196D+04
  0.147165254636592423D-02  0.254305133379018194D-01  0.115200562068156867D+02 -0.260969734976824566D+04
  0.150888519634081683D-02  0.258576493926897452D-01  0.114245085362194772D+02 -0.252419421868334393D+04
  0.154705924736055385D-02  0.262919530503529265D-01  0.113297546238609659D+02 -0.244149384731882674D+04
  0.158619847233288942D-02  0.267335443025747133D-01  0.112357878936731730D+02 -0.236150435449482757D+04
  0.162632724297283706D-02  0.271825451375519341D-01  0.111426018242196534D+02 -0.228413687129400842D+04
  0.166747054480790311D-02  0.276390795726832970D-01  0.110501899482437054D+02 -0.220930544219076319D+04
  0.170965399255533284D-02  0.281032736877719173D-01  0.109585458522124899D+02 -0.213692692966075583D+04
  0.175290384588041312D-02  0.285752556587445285D-01  0.108676631758633953D+02 -0.206692092172010143D+04
  0.179724702554502191D-02  0.290551557918986639D-01  0.107775356117613796D+02 -0.199920964256199613D+04
  0.184271112995590056D-02  0.295431065586811183D-01  0.106881569048530025D+02 -0.193371786617764269D+04
  0.188932445212228401D-02  0.300392426310082429D-01  0.105995208520266946D+02 -0.187037283277100551D+04
  0.193711599703276917D-02  0.305437009171317109D-01  0.105116213016725819D+02 -0.180910416783990672D+04
  0.198611549946153343D-02  0.310566205980602819D-01  0.104244521532557624D+02 -0.174984380404612102D+04
  0.203635344221421519D-02  0.315781431645421815D-01  0.103380073568757993D+02 -0.169252590554672202D+04
  0.208786107482404702D-02  0.321084124546163474D-01  0.102522809128497840D+02 -0.163708679481310173D+04
  0.214067043270905382D-02  0.326475746917410589D-01  0.101672668712801588D+02 -0.158346488199867986D+04
  0.219481435680129490D-02  0.331957785235034233D-01  0.100829593316312192D+02 -0.153160059629428042D+04
  0.225032651365957449D-02  0.337531750609219444D-01  0.999935244232441534D+01 -0.148143631985944012D+04
  0.230724141607704328D-02  0.343199179183461614D-01  0.991644040030752727D+01 -0.143291632386516721D+04
  0.236559444419557610D-02  0.348961632539603051D-01  0.983421745064855024D+01 -0.138598670636018915D+04
  0.242542186713898744D-02  0.354820698109016563D-01  0.975267788613371422D+01 -0.134059533255596989D+04
  0.248676086517739259D-02  0.360777989589972647D-01  0.967181604684670404D+01 -0.129669177690404740D+04
  0.254964955243536023D-02  0.366835147371274706D-01  0.959162631977081048D+01 -0.125422726690004106D+04
  0.261412700015672093D-02  0.372993838962247456D-01  0.951210313839311716D+01 -0.121315462898258420D+04
  0.268023326053921755D-02  0.379255759429137224D-01  0.943324098230106145D+01 -0.117342823618050920D+04
  0.274800939115245292D-02  0.385622631837998497D-01  0.935503437678323202D+01 -0.113500395731889785D+04
  0.281749747995285260D-02  0.392096207704133934D-01  0.927747789244300236D+01 -0.109783910796605323D+04
  0.288874067090976166D-02  0.398678267448181120D-01  0.920056614480668955D+01 -0.106189240310916284D+04
  0.296178319025691998D-02  0.405370620858880870D-01  0.912429379392760609D+01 -0.102712391117974198D+04
  0.303667037338407842D-02  0.412175107562623572D-01  0.904865554401292549D+01 -0.993495009697576961D+03
  0.311344869238364737D-02  0.419093597499848175D-01  0.897364614303017838D+01 -0.960968342428041751D+03
  0.319216578426767495D-02  0.426127991408317627D-01  0.889926038232804828D+01 -0.929507777756962241D+03
  0.327287047987080302D-02  0.433280221313405850D-01  0.882549309626457656D+01 -0.899078368628100179D+03
  0.335561283345505888D-02  0.440552251025399105D-01  0.875233916181909422D+01 -0.869646313699989037D+03
  0.344044415303282249D-02  0.447946076643912089D-01  0.867979349822639534D+01 -0.841178919720316344D+03
  0.352741703142451244D-02  0.455463727069480226D-01  0.860785106660340205D+01 -0.813644565260837680D+03
  0.361658537806794746D-02  0.463107264522373899D-01  0.853650686957740135D+01 -0.787012665599663933D+03
  0.370800445159670056D-02  0.470878785068715097D-01  0.846575595091271538D+01 -0.761253638684481302D+03
  0.380173089320501659D-02  0.478780419153924802D-01  0.839559339515165881D+01 -0.736338872216716595D+03
  0.389782276081734186D-02  0.486814332143610667D-01  0.832601432725349611D+01 -0.712240691978050563D+03
  0.399633956408083045D-02  0.494982724871896249D-01  0.825701391221677561D+01 -0.688932331041464295D+03
  0.409734230019944204D-02  0.503287834197255687D-01  0.818858735472835519D+01 -0.666387899932570804D+03
  0.420089349062884986D-02  0.511731933565942182D-01  0.812072989880756779D+01 -0.644582357948222921D+03
  0.430705721865150791D-02  0.520317333583010175D-01  0.805343682744197054D+01 -0.623491485357480769D+03
  0.441589916785177245D-02  0.529046382590999953D-01  0.798670346222879068D+01 -0.603091856440174070D+03
  0.452748666151125273D-02  0.537921467256310820D-01  0.792052516302319631D+01 -0.583360813424956291D+03
  0.464188870294500368D-02  0.546945013163326402D-01  0.785489732758972181D+01 -0.564276441355486213D+03
  0.475917601679956646D-02  0.556119485416308873D-01  0.778981539124399802D+01 -0.545817543761850629D+03
  0.487942109133416343D-02  0.565447389249082791D-01  0.772527482650122099D+01 -0.527963619072017195D+03
  0.500269822170688189D-02  0.574931270642556821D-01  0.766127114272787235D+01 -0.510694837827579477D+03
  0.512908355428801348D-02  0.584573716950094052D-01  0.759779988579318744D+01 -0.493992020655228657D+03
  0.525865513202301155D-02  0.594377357530749897D-01  0.753485663772167591D+01 -0.477836616962273752D+03
  0.539149294086819705D-02  0.604344864390393838D-01  0.747243701634449664D+01 -0.462210684315185631D+03
  0.552767895732239785D-02  0.614478952830712216D-01  0.741053667495573798D+01 -0.447096868511403727D+03
  0.566729719707842906D-02  0.624782382106110756D-01  0.734915130196268596D+01 -0.432478384300470339D+03
  0.581043376481856378D-02  0.635257956088484815D-01  0.728827662054187808D+01 -0.418338996701092810D+03
  0.595717690517847624D-02  0.645908523939878049D-01  0.722790838829912730D+01 -0.404663002979029500D+03
  0.610761705490483250D-02  0.656736980792995695D-01  0.716804239692165179D+01 -0.391435215204319888D+03
  0.626184689623172138D-02  0.667746268439538687D-01  0.710867447183723478D+01 -0.378640943387124707D+03
  0.641996141150190814D-02  0.678939376026351377D-01  0.704980047186256797D+01 -0.366265979134200848D+03
  0.658205793905901771D-02  0.690319340759286554D-01  0.699141628886879918D+01 -0.354296579824841501D+03
  0.674823623043724775D-02  0.701889248614838424D-01  0.693351784744152866D+01 -0.342719453415296925D+03
  0.691859850887572257D-02  0.713652235059372281D-01  0.687610110452234835D+01 -0.331521743636763176D+03
  0.709324952918480994D-02  0.725611485775934512D-01  0.681916204907857271D+01 -0.320691015675123595D+03
  0.727229663899221692D-02  0.737770237398597123D-01  0.676269670175558346D+01 -0.310215242397531256D+03
  0.745584984139716425D-02  0.750131778254163051D-01  0.670670111453125983D+01 -0.300082790967874814D+03
  0.764402185906103669D-02  0.762699449111216704D-01  0.665117137037409023D+01 -0.290282409928545462D+03
  0.783692819976370900D-02  0.775476643936334198D-01  0.659610358289328325D+01 -0.280803216697291873D+03
  0.803468722345467186D-02  0.788466810657372230D-01  0.654149389599556130D+01 -0.271634685461723336D+03
  0.823742021082876814D-02  0.801673451933665737D-01  0.648733848353833054D+01 -0.262766635493413844D+03
  0.844525143345668979D-02  0.815100125933009984D-01  0.643363354898060535D+01 -0.254189219834560106D+03
  0.865830822550039611D-02  0.828750447115206568D-01  0.638037532503406357D+01 -0.245892914352414323D+03
  0.887672105704450688D-02  0.842628087022042893D-01  0.632756007331287851D+01 -0.237868507163847937D+03
  0.910062360907449609D-02  0.856736775073444756D-01  0.627518408397852490D+01 -0.230107088382525689D+03
  0.933015285013324112D-02  0.871080299369612066D-01  0.622324367539383871D+01 -0.222600040229495164D+03
  0.956544911468758946D-02  0.885662507498917589D-01  0.617173519375936941D+01 -0.215339027468380323D+03
  0.980665618323676470D-02  0.900487307351198474D-01  0.612065501275862101D+01 -0.208315988109032276D+03
  0.100539213641951744D-01  0.915558667936322568D-01  0.606999953320622065D+01 -0.201523124478793420D+03
  0.103073955775817502D-01  0.930880620207575615D-01  0.601976518267486149D+01 -0.194952894557013508D+03
  0.105672334405488202D-01  0.946457257889588705D-01  0.596994841513910046D+01 -0.188598003567527883D+03
  0.108335933547833527D-01  0.962292738310502604D-01  0.592054571061049906D+01 -0.182451395895138887D+03
  0.111066375958135954D-01  0.978391283237892012D-01  0.587155357476514972D+01 -0.176506247248972613D+03
  0.113865324042546293D-01  0.994757179718117335D-01  0.582296853857092600D+01 -0.170755957058894666D+03
  0.116734480790259745D-01  0.101139478091859303D+00  0.577478715791999253D+01 -0.165194141143253233D+03
  0.119675590725749608D-01  0.102830850697261583D+00  0.572700601324887959D+01 -0.159814624638814962D+03
  0.122690440881394885D-01  0.104550284582609523D+00  0.567962170915057207D+01 -0.154611435113793988D+03
  0.125780861790835679D-01  0.106298235408576247D+00  0.563263087400213180D+01 -0.149578795929943112D+03
  0.128948728503397048D-01  0.108075165786829047D+00  0.558603015957030191D+01 -0.144711119845984143D+03
  0.132195961619912816D-01  0.109881545364959601D+00  0.553981624061790967D+01 -0.140003002783436386D+03
  0.135524528350289050D-01  0.111717850911381381D+00  0.549398581451710832D+01 -0.135449217828979954D+03
  0.138936443593139745D-01  0.113584566400119005D+00  0.544853560084275834D+01 -0.131044709439837391D+03
  0.142433771037826541D-01  0.115482183095410140D+00  0.540346234096792521D+01 -0.126784587803760942D+03
  0.146018624289236468D-01  0.117411199636052538D+00  0.535876279766275765D+01 -0.122664123411912016D+03
  0.149693168015623129D-01  0.119372122119407745D+00  0.531443375467620793D+01 -0.118678741815405203D+03
  0.153459619119837940D-01  0.121365464184969157D+00  0.527047201631639517D+01 -0.114824018526017113D+03
  0.157320247934274147D-01  0.123391747097408494D+00  0.522687440703330086D+01 -0.111095674098921947D+03
  0.161277379439837762D-01  0.125451499828998086D+00  0.518363777098919698D+01 -0.107489569386432635D+03
