        4436
  0.155192519520736856D-03 -0.286280103242926574D-04 -0.245884083194136932D+00 -0.526930946739562728D+03
  0.159120987478439060D-03 -0.295979734166321622D-04 -0.247936787069933384D+00 -0.518182199579779308D+03
  0.163148892291341160D-03 -0.306007903041781096D-04 -0.250006502579640577D+00 -0.509577728348845426D+03
  0.167278750560035245D-03 -0.316375731761950397D-04 -0.252093366468351399D+00 -0.501115145666453259D+03
  0.171513142559565643D-03 -0.327094718360516968D-04 -0.254197516435621829D+00 -0.492792103590611134D+03
  0.175854713849635545D-03 -0.338176749711334676D-04 -0.256319091137048427D+00 -0.484606292966656042D+03
  0.180306176925483356D-03 -0.349634114654968578D-04 -0.258458230185640736D+00 -0.476555442785643322D+03
  0.184870312910463040D-03 -0.361479517566976825D-04 -0.260615074152981130D+00 -0.468637319553515681D+03
  0.189549973291371662D-03 -0.373726092382704831D-04 -0.262789764570163398D+00 -0.460849726666374750D+03
  0.194348081697605959D-03 -0.386387417093860195D-04 -0.264982443928456546D+00 -0.453190503810142161D+03
  0.199267635725251590D-03 -0.399477528732652927D-04 -0.267193255679863406D+00 -0.445657526355219829D+03
  0.204311708807232651D-03 -0.413010938859790250D-04 -0.269422344237239209D+00 -0.438248704760615965D+03
  0.209483452130689225D-03 -0.427002649573161186D-04 -0.271669854974281089D+00 -0.430961984007167530D+03
  0.214786096602766029D-03 -0.441468170054621449D-04 -0.273935934225244204D+00 -0.423795343017357823D+03
  0.220222954866034122D-03 -0.456423533672818208D-04 -0.276220729284279043D+00 -0.416746794093286780D+03
  0.225797423364796474D-03 -0.471885315660643484D-04 -0.278524388404558398D+00 -0.409814382370819317D+03
  0.231512984463553472D-03 -0.487870651386456428D-04 -0.280847060797072556D+00 -0.402996185274840286D+03
  0.237373208618948050D-03 -0.504397255238911850D-04 -0.283188896629108955D+00 -0.396290311982169442D+03
  0.243381756606531827D-03 -0.521483440145821978D-04 -0.285550047022355591D+00 -0.389694902898278656D+03
  0.249542381803732839D-03 -0.539148137748192920D-04 -0.287930664050717433D+00 -0.383208129145060923D+03
  0.255858932530441839D-03 -0.557410919251262232D-04 -0.290330900737760911D+00 -0.376828192047298444D+03
  0.262335354448658996D-03 -0.576292016975058042D-04 -0.292750911053723251D+00 -0.370553322634524989D+03
  0.268975693022697028D-03 -0.595812346627776850D-04 -0.295190849912204678D+00 -0.364381781153717611D+03
  0.275784096041455280D-03 -0.615993530326018406D-04 -0.297650873166429797D+00 -0.358311856582250471D+03
  0.282764816204330650D-03 -0.636857920386697552D-04 -0.300131137605059495D+00 -0.352341866152986199D+03
  0.289922213772361975D-03 -0.658428623916286059D-04 -0.302631800947591456D+00 -0.346470154890133472D+03
  0.297260759286247791D-03 -0.680729528223847211D-04 -0.305153021839317806D+00 -0.340695095148159567D+03
  0.304785036352922154D-03 -0.703785327085240442D-04 -0.307694959845774663D+00 -0.335015086158682607D+03
  0.312499744502405246D-03 -0.727621547886689893D-04 -0.310257775446715733D+00 -0.329428553587074248D+03
  0.320409702116699105D-03 -0.752264579676917923D-04 -0.312841630029571327D+00 -0.323933949095565595D+03
  0.328519849432536181D-03 -0.777741702157915124D-04 -0.315446685882382893D+00 -0.318529749915118032D+03
  0.336835251619833648D-03 -0.804081115645460061D-04 -0.318073106186207544D+00 -0.313214458420313349D+03
  0.345361101937756551D-03 -0.831311972031463238D-04 -0.320721055006891242D+00 -0.307986601712665674D+03
  0.354102724970338175D-03 -0.859464406781294788D-04 -0.323390697286291273D+00 -0.302844731214474280D+03
  0.363065579943652544D-03 -0.888569572000289469D-04 -0.326082198832883252D+00 -0.297787422268180762D+03
  0.372255264126586480D-03 -0.918659670604767573D-04 -0.328795726311756686D+00 -0.292813273736708993D+03
  0.381677516317307022D-03 -0.949767991634020871D-04 -0.331531447233844645D+00 -0.287920907613735210D+03
  0.391338220417574356D-03 -0.981928946740897614D-04 -0.334289529944550301D+00 -0.283108968648693804D+03
  0.401243409097103816D-03 -0.101517810789986891D-03 -0.337070143611714779D+00 -0.278376123963930411D+03
  0.411399267550232087D-03 -0.104955224637266173D-03 -0.339873458212664237D+00 -0.273721062684614822D+03
  0.421812137347202763D-03 -0.108508937297283975D-03 -0.342699644520666702D+00 -0.269142495581060871D+03
  0.432488520382440234D-03 -0.112182877967210873D-03 -0.345548874090536973D+00 -0.264639154705415308D+03
  0.443435082922241555D-03 -0.115981108259237539D-03 -0.348421319243363725D+00 -0.260209793040353134D+03
  0.454658659754377957D-03 -0.119907826642913425D-03 -0.351317153050444975D+00 -0.255853184154226000D+03
  0.466166258442154188D-03 -0.123967373035308888D-03 -0.354236549316297389D+00 -0.251568121861891029D+03
  0.477965063685542905D-03 -0.128164233543852038D-03 -0.357179682560816003D+00 -0.247353419888546540D+03
  0.490062441792069275D-03 -0.132503045366837282D-03 -0.360146728000380056D+00 -0.243207911539361248D+03
  0.502465945260194128D-03 -0.136988601856766760D-03 -0.363137861528046946D+00 -0.239130449378610138D+03
  0.515183317478008730D-03 -0.141625857751850003D-03 -0.366153259692717448D+00 -0.235119904909852835D+03
  0.528222497540119739D-03 -0.146419934581151409D-03 -0.369193099677216141D+00 -0.231175168262859131D+03
  0.541591625185683834D-03 -0.151376126249055097D-03 -0.372257559275303573D+00 -0.227295147884295005D+03
  0.555299045860613251D-03 -0.156499904804890429D-03 -0.375346816867486555D+00 -0.223478770237399772D+03
  0.569353315907051259D-03 -0.161796926403745648D-03 -0.378461051395785009D+00 -0.219724979505929269D+03
  0.583763207883303725D-03 -0.167273037464697478D-03 -0.381600442337200141D+00 -0.216032737294548610D+03
  0.598537716017472315D-03 -0.172934281032860362D-03 -0.384765169675816865D+00 -0.212401022345277738D+03
  0.613686061798131505D-03 -0.178786903351877790D-03 -0.387955413873829758D+00 -0.208828830256864308D+03
  0.629217699705460296D-03 -0.184837360653677854D-03 -0.391171355841066770D+00 -0.205315173200418826D+03
  0.645142323086333753D-03 -0.191092326172523147D-03 -0.394413176903096185D+00 -0.201859079648806812D+03
  0.661469870176961011D-03 -0.197558697390614842D-03 -0.397681058768003803D+00 -0.198459594107734290D+03
  0.678210530276743251D-03 -0.204243603522727158D-03 -0.400975183491570519D+00 -0.195115776848561637D+03
  0.695374750077118377D-03 -0.211154413247582927D-03 -0.404295733440931837D+00 -0.191826703648966514D+03
  0.712973240149243365D-03 -0.218298742693918372D-03 -0.407642891256637996D+00 -0.188591465536772006D+03
  0.731016981594470984D-03 -0.225684463689431174D-03 -0.411016839813051760D+00 -0.185409168539230649D+03
  0.749517232861669075D-03 -0.233319712281058848D-03 -0.414417762177080373D+00 -0.182278933432342086D+03
  0.768485536735518835D-03 -0.241212897535287392D-03 -0.417845841564975506D+00 -0.179199895497372324D+03
  0.787933727500055524D-03 -0.249372710627460180D-03 -0.421301261297457708D+00 -0.176171204284640254D+03
  0.807873938281784268D-03 -0.257808134229334240D-03 -0.424784204752905903D+00 -0.173192023375382433D+03
  0.828318608576836366D-03 -0.266528452204396846D-03 -0.428294855318525902D+00 -0.170261530149176849D+03
  0.849280491966732326D-03 -0.275543259620765642D-03 -0.431833396339509124D+00 -0.167378915557255539D+03
  0.870772664027425077D-03 -0.284862473091766809D-03 -0.435400011066114589D+00 -0.164543383897912463D+03
  0.892808530436400676D-03 -0.294496341454608831D-03 -0.438994882598531588D+00 -0.161754152596090933D+03
  0.915401835282763135D-03 -0.304455456797868111D-03 -0.442618193829542039D+00 -0.159010451987075527D+03
  0.938566669585304790D-03 -0.314750765848835338D-03 -0.446270127384832405D+00 -0.156311525102733867D+03
  0.962317480023714756D-03 -0.325393581732076349D-03 -0.449950865560903912D+00 -0.153656627462039182D+03
  0.986669077888201445D-03 -0.336395596110935266D-03 -0.453660590260507091D+00 -0.151045026864198121D+03
  0.101163664825290492D-02 -0.347768891724001966D-03 -0.457399482925465728D+00 -0.148476003186946855D+03
  0.103723575937864510D-02 -0.359525955328974156D-03 -0.461167724466941154D+00 -0.145948848186761268D+03
  0.106348237235065089D-02 -0.371679691066660524D-03 -0.464965495192840583D+00 -0.143462865302613352D+03
  0.109039285095705648D-02 -0.384243434258266161D-03 -0.468792974732497369D+00 -0.141017369463941975D+03
  0.111798397181412431D-02 -0.397230965649486307D-03 -0.472650341958358311D+00 -0.138611686899441708D+03
  0.114627293474423258D-02 -0.410656526115296910D-03 -0.476537774904625955D+00 -0.136245154951388713D+03
  0.117527737341286916D-02 -0.424534831839754859D-03 -0.480455450682832297D+00 -0.133917121893247099D+03
  0.120501536623100281D-02 -0.438881089985524797D-03 -0.484403545394183010D+00 -0.131626946747992122D+03
  0.123550544752932005D-02 -0.453711014868241004D-03 -0.488382234038487462D+00 -0.129373999111434358D+03
  0.126676661901104501D-02 -0.469040844651278006D-03 -0.492391690419759720D+00 -0.127157658978116856D+03
  0.129881836149012774D-02 -0.484887358576903231D-03 -0.496432087048159110D+00 -0.124977316568731084D+03
  0.133168064692183513D-02 -0.501267894750250572D-03 -0.500503595038288451D+00 -0.122832372162616764D+03
  0.136537395073287786D-02 -0.518200368493005117D-03 -0.504606384003733366D+00 -0.120722235931484292D+03
  0.139991926445839909D-02 -0.535703291284134187D-03 -0.508740621947613381D+00 -0.118646327776814985D+03
  0.143533810869335638D-02 -0.553795790305512702D-03 -0.512906475149189633D+00 -0.116604077169348159D+03
  0.147165254636592423D-02 -0.572497628610720163D-03 -0.517104108046178457D+00 -0.114594922990764189D+03
  0.150888519634081683D-02 -0.591829225935821472D-03 -0.521333683112822799D+00 -0.112618313379961293D+03
  0.154705924736055385D-02 -0.611811680171429244D-03 -0.525595360733536632D+00 -0.110673705579492434D+03
  0.158619847233288942D-02 -0.632466789515840440D-03 -0.529889299071848008D+00 -0.108760565785996121D+03
  0.162632724297283706D-02 -0.653817075329577758D-03 -0.534215653934732249D+00 -0.106878369003558845D+03
  0.166747054480790311D-02 -0.675885805712194538D-03 -0.538574578631979106D+00 -0.105026598898085467D+03
  0.170965399255533284D-02 -0.698697019822707029D-03 -0.542966223830532835D+00 -0.103204747655463024D+03
  0.175290384588041312D-02 -0.722275552965613923D-03 -0.547390737403659067D+00 -0.101412315840506039D+03
  0.179724702554502191D-02 -0.746647062464948492D-03 -0.551848264274624301D+00 -0.996488122593906951D+02
  0.184271112995590056D-02 -0.771838054349427579D-03 -0.556338946254963052D+00 -0.979137538255409936D+02
  0.188932445212228401D-02 -0.797875910872296507D-03 -0.560862921877018250D+00 -0.962066654253619618D+02
  0.193711599703276917D-02 -0.824788918890043935D-03 -0.565420326220504421D+00 -0.945270797876768540D+02
  0.198611549946153343D-02 -0.852606299124747326D-03 -0.570011290733112963D+00 -0.928745373547918689D+02
  0.203635344221421519D-02 -0.881358236335392825D-03 -0.574635943044708775D+00 -0.912485861554381756D+02
  0.208786107482404702D-02 -0.911075910424088238D-03 -0.579294406775159976D+00 -0.896487816819240493D+02
  0.214067043270905382D-02 -0.941791528503736416D-03 -0.583986801335574013D+00 -0.880746867673999247D+02
  0.219481435680129490D-02 -0.973538357954224125D-03 -0.588713241722567338D+00 -0.865258714641435631D+02
  0.225032651365957449D-02 -0.100635076049494700D-02 -0.593473838305414003D+00 -0.850019129263969546D+02
  0.230724141607704328D-02 -0.104026422730190099D-02 -0.598268696606063632D+00 -0.835023952949001824D+02
  0.236559444419557610D-02 -0.107531541519836427D-02 -0.603097917071573120D+00 -0.820269095817248655D+02
  0.242542186713898744D-02 -0.111154218394865327D-02 -0.607961594838785091D+00 -0.805750535579873883D+02
  0.248676086517739259D-02 -0.114898363468513118D-02 -0.612859819491055058D+00 -0.791464316436916988D+02
  0.254964955243536023D-02 -0.118768014949918645D-02 -0.617792674806781461D+00 -0.777406547995566939D+02
  0.261412700015672093D-02 -0.122767343222756676D-02 -0.622760238499520558D+00 -0.763573404197679224D+02
  0.268023326053921755D-02 -0.126900655046596799D-02 -0.627762581949292131D+00 -0.749961122273104053D+02
  0.274800939115245292D-02 -0.131172397884244188D-02 -0.632799769925059374D+00 -0.736566001713603100D+02
  0.281749747995285260D-02 -0.135587164358368746D-02 -0.637871860297911764D+00 -0.723384403251700263D+02
  0.288874067090976166D-02 -0.140149696840795963D-02 -0.642978903744726438D+00 -0.710412747874485717D+02
  0.296178319025691998D-02 -0.144864892177874456D-02 -0.648120943442224040D+00 -0.697647515842091934D+02
  0.303667037338407842D-02 -0.149737806555408619D-02 -0.653298014750774536D+00 -0.685085245719744478D+02
  0.311344869238364737D-02 -0.154773660506674787D-02 -0.658510144887982207D+00 -0.672722533443095188D+02
  0.319216578426767495D-02 -0.159977844067111575D-02 -0.663757352591673011D+00 -0.660556031381182152D+02
  0.327287047987080302D-02 -0.165355922079308409D-02 -0.669039647771792811D+00 -0.648582447431076758D+02
  0.335561283345505888D-02 -0.170913639651969467D-02 -0.674357031151339825D+00 -0.636798544117350360D+02
  0.344044415303282249D-02 -0.176656927776575501D-02 -0.679709493895405137D+00 -0.625201137704457039D+02
  0.352741703142451244D-02 -0.182591909105496181D-02 -0.685097017228572858D+00 -0.613787097348594273D+02
  0.361658537806794746D-02 -0.188724903895358203D-02 -0.690519572040175333D+00 -0.602553344234481543D+02
  0.370800445159670056D-02 -0.195062436119495175D-02 -0.695977118476747592D+00 -0.591496850734159949D+02
  0.380173089320501659D-02 -0.201611239753335869D-02 -0.701469605521768180D+00 -0.580614639596287816D+02
  0.389782276081734186D-02 -0.208378265236619509D-02 -0.706996970562187910D+00 -0.569903783141965121D+02
  0.399633956408083045D-02 -0.215370686116341838D-02 -0.712559138941424641D+00 -0.559361402466329878D+02
  0.409734230019944204D-02 -0.222595905874343938D-02 -0.718156023498262908D+00 -0.548984666656929363D+02
  0.420089349062884986D-02 -0.230061564943474101D-02 -0.723787524091539458D+00 -0.538770792034950716D+02
  0.430705721865150791D-02 -0.237775547916248492D-02 -0.729453527110171862D+00 -0.528717041406013522D+02
  0.441589916785177245D-02 -0.245745990949930221D-02 -0.735153904968150473D+00 -0.518820723320485300D+02
  0.452748666151125273D-02 -0.253981289371938562D-02 -0.740888515584031127D+00 -0.509079191345310988D+02
  0.464188870294500368D-02 -0.262490105489467411D-02 -0.746657201844571738D+00 -0.499489843358519963D+02
  0.475917601679956646D-02 -0.271281376607177211D-02 -0.752459791052298321D+00 -0.490050120850738153D+02
  0.487942109133416343D-02 -0.280364323256765370D-02 -0.758296094356291195D+00 -0.480757508237058815D+02
  0.500269822170688189D-02 -0.289748457642183873D-02 -0.764165906166045517D+00 -0.471609532187171823D+02
  0.512908355428801348D-02 -0.299443592304206047D-02 -0.770069003547870778D+00 -0.462603760961109174D+02
  0.525865513202301155D-02 -0.309459849007957854D-02 -0.776005145603377855D+00 -0.453737803762455130D+02
  0.539149294086819705D-02 -0.319807667856963690D-02 -0.781974072829805467D+00 -0.445009310104268963D+02
  0.552767895732239785D-02 -0.330497816637129226D-02 -0.787975506461617625D+00 -0.436415969181493608D+02
  0.566729719707842906D-02 -0.341541400393985048D-02 -0.794009147792958392D+00 -0.427955509258027718D+02
  0.581043376481856378D-02 -0.352949871246374018D-02 -0.800074677480607011D+00 -0.419625697068706955D+02
  0.595717690517847624D-02 -0.364735038439603599D-02 -0.806171754827029075D+00 -0.411424337225907806D+02
  0.610761705490483250D-02 -0.376909078640942034D-02 -0.812300017042886902D+00 -0.403349271638019786D+02
  0.626184689623172138D-02 -0.389484546480104669D-02 -0.818459078488798619D+00 -0.395398378950063574D+02
  0.641996141150190814D-02 -0.402474385337213674D-02 -0.824648529896029103D+00 -0.387569573982920517D+02
  0.658205793905901771D-02 -0.415891938380443405D-02 -0.830867937565213488D+00 -0.379860807180419329D+02
  0.674823623043724775D-02 -0.429750959855312083D-02 -0.837116842543050854D+00 -0.372270064083014276D+02
  0.691859850887572257D-02 -0.444065626627316180D-02 -0.843394759776684988D+00 -0.364795364800844055D+02
  0.709324952918480994D-02 -0.458850549979270775D-02 -0.849701177244865935D+00 -0.357434763495637497D+02
  0.727229663899221692D-02 -0.474120787664376007D-02 -0.856035555065909559D+00 -0.350186347880015987D+02
  0.745584984139716425D-02 -0.489891856215690386D-02 -0.862397324581851921D+00 -0.343048238718580336D+02
  0.764402185906103669D-02 -0.506179743512230520D-02 -0.868785887418299652D+00 -0.336018589347570185D+02
  0.783692819976370900D-02 -0.523000921601541463D-02 -0.875200614519989983D+00 -0.329095585201760770D+02
  0.803468722345467186D-02 -0.540372359778052303D-02 -0.881640845161179687D+00 -0.322277443343893211D+02
  0.823742021082876814D-02 -0.558311537916038932D-02 -0.888105885930713823D+00 -0.315562412012811606D+02
  0.844525143345668979D-02 -0.576836460055468563D-02 -0.894595009691536935D+00 -0.308948770176790575D+02
  0.865830822550039611D-02 -0.595965668238362164D-02 -0.901107454514008865D+00 -0.302434827097672922D+02
  0.887672105704450688D-02 -0.615718256592706625D-02 -0.907642422583056385D+00 -0.296018921906219745D+02
  0.910062360907449609D-02 -0.636113885660222027D-02 -0.914199079078575894D+00 -0.289699423177549775D+02
  0.933015285013324112D-02 -0.657172796963545469D-02 -0.920776551028678725D+00 -0.283474728525686892D+02
  0.956544911468758946D-02 -0.678915827807598238D-02 -0.927373926136069726D+00 -0.277343264205687632D+02
  0.980665618323676470D-02 -0.701364426309027990D-02 -0.933990251576700792D+00 -0.271303484716854619D+02
  0.100539213641951744D-01 -0.724540666646713433D-02 -0.940624532770757305D+00 -0.265353872423917210D+02
  0.103073955775817502D-01 -0.748467264525307617D-02 -0.947275732125944736D+00 -0.259492937182483523D+02
  0.105672334405488202D-01 -0.773167592842770920D-02 -0.953942767752570919D+00 -0.253719215970384013D+02
  0.108335933547833527D-01 -0.798665697551700741D-02 -0.960624512150535903D+00 -0.248031272532893325D+02
  0.111066375958135954D-01 -0.824986313703062087D-02 -0.967319790868192531D+00 -0.242427697032855392D+02
  0.113865324042546293D-01 -0.852154881659685642D-02 -0.974027381132838821D+00 -0.236907105708486192D+02
  0.116734480790259745D-01 -0.880197563465474550D-02 -0.980746010453029116D+00 -0.231468140541226077D+02
  0.119675590725749608D-01 -0.909141259354889764D-02 -0.987474355192689557D+00 -0.226109468930962727D+02
  0.122690440881394885D-01 -0.939013624385703211D-02 -0.994211039117206208D+00 -0.220829783377307436D+02
